ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
6004505,中古マンション等,,6201,山形県,山形市,十日町,山形,11,３ＬＤＫ,70,,,,2003年,ＳＲＣ,住宅,,,,,商業,80.0,400.0,2010年第3四半期,未改装,,7.204119982655925
6006328,中古マンション等,,6201,山形県,山形市,八日町,山形,12,２ＬＤＫ,55,,,,2003年,ＲＣ,住宅,住宅,,,,商業,80.0,400.0,2015年第1四半期,,,7.204119982655925
6002690,中古マンション等,,6201,山形県,山形市,八日町,山形,13,３ＬＤＫ,75,,,,2003年,ＲＣ,住宅,住宅,,,,商業,80.0,400.0,2022年第2四半期,未改装,,7.2552725051033065
6004984,中古マンション等,,6201,山形県,山形市,桜町,山形,7,３ＬＤＫ,70,,,,2004年,ＳＲＣ,住宅,住宅,,,,商業,80.0,600.0,2015年第3四半期,改装済み,,7.431363764158987
6008675,中古マンション等,,6201,山形県,山形市,鉄砲町,山形,23,３ＬＤＫ,65,,,,2002年,ＲＣ,住宅,,,,,近隣商業,80.0,200.0,2007年第4四半期,未改装,,7.301029995663981
6002041,中古マンション等,,6201,山形県,山形市,東原町,山形,21,,45,,,,1991年,,,住宅,,,,２中住専,60.0,200.0,2021年第1四半期,改装済み,,6.812913356642856
6006494,中古マンション等,,6201,山形県,山形市,白山,山形,26,３ＬＤＫ,70,,,,1992年,ＲＣ,住宅,,,,,１中住専,60.0,200.0,2011年第4四半期,改装済み,,6.968482948553935
6006425,中古マンション等,,6201,山形県,山形市,南栄町,山形,28,３ＬＤＫ,95,,,,1998年,ＳＲＣ,住宅,,,,,準工業,60.0,200.0,2011年第3四半期,改装済み,,7.146128035678238
6000859,中古マンション等,,6201,山形県,山形市,小白川町,山形,30分～60分,３ＬＤＫ,60,,,,1996年,ＲＣ,住宅,住宅,,,,２中住専,60.0,200.0,2019年第1四半期,未改装,,6.919078092376074
6007574,中古マンション等,,6201,山形県,山形市,馬見ケ崎,羽前千歳,24,３ＬＤＫ,75,,,,2005年,ＲＣ,住宅,,,,,準住居,60.0,200.0,2012年第1四半期,未改装,,7.204119982655925
6009293,中古マンション等,,6201,山形県,山形市,八日町,山形,13,２ＬＤＫ,65,,,,1990年,ＳＲＣ,住宅,,,,,商業,80.0,400.0,2007年第2四半期,改装済み,,6.949390006644912
6009470,中古マンション等,,6201,山形県,山形市,若宮,山形,30分～60分,３ＬＤＫ,55,,,,2008年,ＲＣ,住宅,,,,,準工業,60.0,200.0,2009年第1四半期,,,7.361727836017593
6005003,中古マンション等,,6201,山形県,山形市,双葉町,山形,2,４ＬＤＫ,80,,,,2007年,ＲＣ,住宅,,,,,商業,80.0,600.0,2010年第3四半期,改装済み,,7.491361693834273
