ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
20018690,中古マンション等,,20202,長野県,松本市,県,松本,20,２ＬＤＫ,60,,,,2009年,,住宅,,,,,２種住居,60.0,200.0,2010年第2四半期,未改装,,7.278753600952829
20021490,中古マンション等,,20202,長野県,松本市,大手,松本,14,２ＬＤＫ,130,,,,2009年,ＲＣ,住宅,,,,,商業,80.0,400.0,2012年第1四半期,未改装,,7.785329835010767
20003512,中古マンション等,,20201,長野県,長野市,三輪,本郷(長野),13,３ＬＤＫ,75,,,,2018年,ＲＣ,住宅,住宅,,,,準工業,60.0,200.0,2021年第4四半期,未改装,,7.544068044350276
20019570,中古マンション等,,20202,長野県,松本市,横田,松本,30分～60分,３ＬＤＫ,75,,,,2000年,ＲＣ,住宅,,,,,１中住専,60.0,200.0,2010年第2四半期,未改装,,7.2552725051033065
20023010,中古マンション等,,20202,長野県,松本市,深志,松本,8,２ＬＤＫ,65,,,,2008年,ＲＣ,住宅,,,,,商業,80.0,400.0,2009年第2四半期,未改装,,7.342422680822207
20007155,中古マンション等,,20201,長野県,長野市,稲里町中央,川中島,26,３ＬＤＫ,80,,,,2009年,ＲＣ,住宅,,,,,準工業,60.0,200.0,2011年第3四半期,未改装,,7.544068044350276
20014116,中古マンション等,,20202,長野県,松本市,蟻ケ崎台,北松本,29,３ＬＤＫ,90,,,,2016年,ＲＣ,,住宅,,,,１低住専,50.0,80.0,2020年第1四半期,未改装,,7.518513939877887
20022114,中古マンション等,,20202,長野県,松本市,埋橋,松本,20,２ＬＤＫ,75,,,,2008年,ＲＣ,住宅,,,,,準工業,60.0,200.0,2013年第4四半期,未改装,,7.342422680822207
20013757,中古マンション等,,20201,長野県,長野市,柳町,権堂,10,３ＬＤＫ,80,,,,1998年,鉄骨造,住宅,,,,,商業,80.0,400.0,2007年第2四半期,改装済み,,7.204119982655925
20020087,中古マンション等,,20202,長野県,松本市,深志,松本,7,１ＬＤＫ,50,,,,2008年,ＲＣ,住宅,,,,,商業,80.0,500.0,2011年第3四半期,未改装,,7.113943352306837
20009692,中古マンション等,,20201,長野県,長野市,中御所,長野(ＪＲ・しなの),29,４ＬＤＫ,80,,,,1993年,ＲＣ,住宅,住宅,,,,１種住居,60.0,200.0,2016年第2四半期,改装済み,,7.278753600952829
20058239,中古マンション等,,20217,長野県,佐久市,東立科,佐久平,2H～,２ＤＫ,30,,,,1974年,ＳＲＣ,住宅,住宅,,,,都計外,,,2015年第3四半期,未改装,,3.0
20003565,中古マンション等,,20201,長野県,長野市,三輪,本郷(長野),8,１Ｋ,15,,,,1987年,鉄骨造,,住宅,,,,近隣商業,80.0,200.0,2019年第1四半期,,,6.230448921378274
20009882,中古マンション等,,20201,長野県,長野市,三輪,善光寺下,3,２ＤＫ,55,,,,1991年,ＳＲＣ,住宅,住宅,,,,商業,80.0,400.0,2016年第3四半期,未改装,,7.0
20018222,中古マンション等,,20202,長野県,松本市,渚,松本,19,３ＬＤＫ,95,,,,2008年,ＲＣ,住宅,住宅,,,,準工業,60.0,200.0,2017年第3四半期,改装済み,,7.4623979978989565
20057623,中古マンション等,,20217,長野県,佐久市,原,中込,14,２ＤＫ,50,,,,1992年,ＲＣ,住宅,,,,,準工業,60.0,200.0,2010年第2四半期,改装済み,,6.698970004336019
20012256,中古マンション等,,20201,長野県,長野市,中御所,長野(ＪＲ・しなの),11,３ＬＤＫ,75,,,,1998年,ＲＣ,住宅,,,,,１種住居,60.0,200.0,2009年第1四半期,,,6.778151250383644
20026886,中古マンション等,,20203,長野県,上田市,中央,上田,11,３ＬＤＫ,75,,,,1998年,ＳＲＣ,住宅,住宅,,,,商業,80.0,400.0,2014年第4四半期,改装済み,,7.230448921378274
20004779,中古マンション等,,20201,長野県,長野市,三輪,本郷(長野),11,３ＬＤＫ,80,,,,1999年,ＲＣ,,住宅,,,,２種住居,60.0,200.0,2018年第3四半期,未改装,調停・競売等,7.176091259055681
20000757,中古マンション等,,20201,長野県,長野市,上松,本郷(長野),30分～60分,４ＬＤＫ,65,,,,1990年,ＲＣ,住宅,住宅,,,,１種住居,60.0,200.0,2020年第1四半期,未改装,,6.929418925714293
20002154,中古マンション等,,20201,長野県,長野市,大字鶴賀,権堂,6,３ＬＤＫ,85,,,,,ＳＲＣ,住宅,その他,,,,商業,80.0,400.0,2023年第2四半期,改装済み,,7.3222192947339195
20016253,中古マンション等,,20202,長野県,松本市,野溝木工,南松本,21,３ＬＤＫ,65,,,,,ＳＲＣ,,住宅,,,,工業,,,2019年第1四半期,,,6.929418925714293
20003248,中古マンション等,,20201,長野県,長野市,大字南長野,権堂,6,３ＬＤＫ,70,,,,1985年,ＳＲＣ,住宅,住宅,,,,商業,80.0,400.0,2019年第1四半期,未改装,,7.079181246047625
20002198,中古マンション等,,20201,長野県,長野市,大字鶴賀,市役所前(長野),8,３ＬＤＫ,70,,,,2002年,ＳＲＣ,住宅,住宅,,,,準工業,60.0,200.0,2023年第2四半期,未改装,,7.301029995663981
20005951,中古マンション等,,20201,長野県,長野市,大字三輪,権堂,3,１Ｋ,20,,,,1989年,ＳＲＣ,住宅,住宅,,,,商業,80.0,400.0,2017年第3四半期,未改装,,6.414973347970818
