ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
45007750,中古マンション等,,45201,宮崎県,宮崎市,田代町,宮崎,30分～60分,１Ｋ,20,,,,1990年,ＲＣ,住宅,,,,,準工業,60.0,200.0,2010年第4四半期,未改装,,6.204119982655925
45013196,中古マンション等,,45201,宮崎県,宮崎市,大字芳士,蓮ケ池,8,４ＬＤＫ,80,,,,1991年,ＳＲＣ,住宅,住宅,,,,２中住専,60.0,200.0,2016年第2四半期,改装済み,,7.079181246047625
45008662,中古マンション等,,45201,宮崎県,宮崎市,柳丸町,宮崎,18,４ＬＤＫ,85,,,,2000年,ＲＣ,住宅,,,,,２中住専,60.0,200.0,2010年第3四半期,改装済み,,7.204119982655925
45008902,中古マンション等,,45201,宮崎県,宮崎市,清水,宮崎,19,３ＬＤＫ,75,,,,2009年,ＲＣ,住宅,住宅,,,,２種住居,60.0,200.0,2017年第3四半期,改装済み,,7.3222192947339195
45007752,中古マンション等,,45201,宮崎県,宮崎市,田代町,宮崎,30分～60分,３ＬＤＫ,70,,,,1989年,ＲＣ,住宅,,,,,準工業,60.0,200.0,2010年第1四半期,改装済み,,6.799340549453582
45005929,中古マンション等,,45201,宮崎県,宮崎市,田代町,宮崎,30分～60分,,20,,,,1990年,ＲＣ,住宅,住宅,,,,準工業,60.0,200.0,2018年第4四半期,改装済み,,6.204119982655925
45002779,中古マンション等,,45201,宮崎県,宮崎市,神宮東,宮崎神宮,6,１Ｋ,20,,,,1991年,ＲＣ,住宅,住宅,,,,近隣商業,80.0,300.0,2022年第2四半期,改装済み,,6.361727836017593
45003335,中古マンション等,,45201,宮崎県,宮崎市,橘通東,宮崎,12,３ＬＤＫ,75,,,,2014年,ＲＣ,,住宅,,,,商業,80.0,600.0,2023年第3四半期,未改装,,7.477121254719663
45009989,中古マンション等,,45201,宮崎県,宮崎市,橘通東,宮崎,20,２ＤＫ,40,,,,1990年,ＲＣ,住宅,,,,,商業,80.0,400.0,2011年第3四半期,改装済み,,6.6020599913279625
45004904,中古マンション等,,45201,宮崎県,宮崎市,宮崎駅東,宮崎,1,３ＬＤＫ,75,,,,2000年,ＳＲＣ,,住宅,,,,商業,80.0,600.0,2019年第2四半期,未改装,,7.301029995663981
45007742,中古マンション等,,45201,宮崎県,宮崎市,高千穂通,宮崎,2,３ＬＤＫ,70,,,,2008年,ＳＲＣ,住宅,,,,,商業,80.0,600.0,2010年第3四半期,未改装,,7.361727836017593
45011467,中古マンション等,,45201,宮崎県,宮崎市,鶴島,宮崎,30分～60分,２ＤＫ,75,,,,2004年,ＳＲＣ,住宅,住宅,,,,２中住専,60.0,200.0,2015年第1四半期,未改装,,7.176091259055681
45005152,中古マンション等,,45201,宮崎県,宮崎市,吉村町,宮崎,15,３ＬＤＫ,70,,,,2012年,ＲＣ,,住宅,,,,２種住居,60.0,200.0,2020年第1四半期,,,7.041392685158225
45016122,中古マンション等,,45201,宮崎県,宮崎市,下北方町,宮崎神宮,14,３ＬＤＫ,70,,,,2002年,ＲＣ,住宅,,,,,２中住専,60.0,200.0,2008年第2四半期,未改装,,7.230448921378274
45004405,中古マンション等,,45201,宮崎県,宮崎市,広島,宮崎,6,４ＬＤＫ,80,,,,1999年,ＳＲＣ,住宅,住宅,,,,近隣商業,80.0,300.0,2021年第2四半期,改装済み,,7.176091259055681
45005204,中古マンション等,,45201,宮崎県,宮崎市,和知川原,宮崎,30分～60分,３ＬＤＫ,70,,,,2000年,ＲＣ,住宅,住宅,,,,１種住居,60.0,200.0,2022年第1四半期,,,6.939519252618618
45013966,中古マンション等,,45201,宮崎県,宮崎市,清水,宮崎,21,１ＬＤＫ,50,,,,1989年,ＲＣ,住宅,,,,,２中住専,60.0,200.0,2013年第3四半期,未改装,,6.944482672150168
45017732,中古マンション等,,45202,宮崎県,都城市,栄町,都城,3,３ＬＤＫ,80,,,,2017年,ＲＣ,住宅,住宅,,,,商業,80.0,500.0,2023年第1四半期,未改装,,7.380211241711606
45000866,中古マンション等,,45201,宮崎県,宮崎市,大塚町,宮崎,30分～60分,４ＬＤＫ,95,,,,,,,住宅,,,,１種住居,60.0,200.0,2019年第2四半期,未改装,,7.204119982655925
45024686,中古マンション等,,45202,宮崎県,都城市,小松原町,都城,7,３ＬＤＫ,65,,,,1991年,ＳＲＣ,住宅,住宅,,,,商業,80.0,500.0,2016年第1四半期,改装済み,,6.8750612633917
45026160,中古マンション等,,45202,宮崎県,都城市,蔵原町,西都城,13,３ＬＤＫ,70,,,,2006年,ＳＲＣ,住宅,,,,,近隣商業,80.0,300.0,2009年第4四半期,未改装,,7.0
45003287,中古マンション等,,45201,宮崎県,宮崎市,田代町,宮崎,28,２ＬＤＫ,70,,,,1989年,ＲＣ,住宅,住宅,,,,準工業,60.0,200.0,2023年第3四半期,,,6.8750612633917
45009856,中古マンション等,,45201,宮崎県,宮崎市,清水,宮崎,15,２ＬＤＫ,65,,,,2001年,ＳＲＣ,住宅,,,,,商業,80.0,400.0,2011年第2四半期,未改装,,7.204119982655925
45011075,中古マンション等,,45201,宮崎県,宮崎市,大工,宮崎,19,１Ｋ,20,,,,1992年,ＲＣ,住宅,住宅,,,,１種住居,60.0,200.0,2015年第1四半期,未改装,,6.146128035678238
45000534,中古マンション等,,45201,宮崎県,宮崎市,老松,宮崎,6,３ＬＤＫ,65,,,,1996年,ＲＣ,住宅,住宅,,,,２種住居,60.0,200.0,2022年第4四半期,,,7.230448921378274
