ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
34004108,中古マンション等,,34102,広島県,広島市東区,牛田早稲田,広島,25,３ＬＤＫ,60,,,,1973年,ＲＣ,住宅,住宅,,,,１種住居,60.0,200.0,2022年第2四半期,未改装,,7.041392685158225
34063446,中古マンション等,,34207,広島県,福山市,北吉津町,福山,16,２ＬＤＫ,70,,,,1985年,ＳＲＣ,住宅,住宅,,,,２種住居,60.0,200.0,2014年第4四半期,改装済み,,6.812913356642856
34050179,中古マンション等,,34204,広島県,三原市,城町,三原,11,３ＬＤＫ,75,,,,2006年,ＲＣ,住宅,住宅,,,,近隣商業,80.0,300.0,2015年第4四半期,未改装,,7.2552725051033065
34015990,中古マンション等,,34104,広島県,広島市西区,横川町,横川(広島),5,１Ｋ,20,,,,1990年,ＳＲＣ,住宅,,,,,商業,80.0,500.0,2012年第1四半期,未改装,,6.477121254719663
34060573,中古マンション等,,34207,広島県,福山市,東町,福山,9,３ＬＤＫ,80,,,,,ＳＲＣ,住宅,住宅,,,,近隣商業,80.0,300.0,2020年第3四半期,未改装,,7.3979400086720375
34062078,中古マンション等,,34207,広島県,福山市,春日町,東福山,13,３ＬＤＫ,80,,,,1992年,ＲＣ,,住宅,,,,１種住居,60.0,200.0,2018年第1四半期,未改装,調停・競売等,6.944482672150168
34094212,中古マンション等,,34213,広島県,廿日市市,丸石,大野浦,15,２ＬＤＫ,55,,,,1962年,ＳＲＣ,住宅,住宅,,,,１中住専,60.0,200.0,2016年第1四半期,改装済み,,6.477121254719663
34001186,中古マンション等,,34101,広島県,広島市中区,基町,広島,23,１ＬＤＫ,55,,,,2014年,鉄骨造,住宅,その他,,,,商業,80.0,900.0,2018年第4四半期,改装済み,,7.505149978319906
34011431,中古マンション等,,34103,広島県,広島市南区,宇品海岸,広島,1H～1H30,３ＬＤＫ,60,,,,1980年,ＳＲＣ,住宅,,,,,商業,80.0,400.0,2009年第4四半期,未改装,,6.681241237375588
34013084,中古マンション等,,34104,広島県,広島市西区,庚午北,西広島,24,２ＬＤＫ,60,,,,1987年,ＲＣ,,住宅,,,,１種住居,60.0,200.0,2019年第2四半期,改装済み,,7.230448921378274
34009705,中古マンション等,,34103,広島県,広島市南区,宇品西,広島,30分～60分,２ＬＤＫ,55,,,,2008年,ＲＣ,住宅,,,,,近隣商業,80.0,300.0,2010年第4四半期,未改装,,7.414973347970818
34040970,中古マンション等,,34202,広島県,呉市,本通,呉,13,４ＬＤＫ,70,,,,2012年,ＲＣ,,住宅,,,,商業,80.0,600.0,2020年第3四半期,未改装,,7.3979400086720375
34052215,中古マンション等,,34205,広島県,尾道市,栗原西,尾道,13,４ＬＤＫ,75,,,,1995年,ＲＣ,住宅,住宅,,,,近隣商業,80.0,300.0,2021年第1四半期,改装済み,,7.230448921378274
34003794,中古マンション等,,34101,広島県,広島市中区,舟入町,広島,30分～60分,３ＬＤＫ,65,,,,1979年,鉄骨造,住宅,,,,,商業,80.0,500.0,2007年第4四半期,未改装,,6.845098040014257
34067369,中古マンション等,,34207,広島県,福山市,城見町,福山,6,,90,,,,2008年,ＲＣ,住宅,住宅,,,,商業,,,2015年第2四半期,,,7.3979400086720375
34024851,中古マンション等,,34105,広島県,広島市安佐南区,八木,梅林(広島),9,４ＬＤＫ,95,,,,2003年,ＲＣ,住宅,,,,,準住居,60.0,200.0,2008年第4四半期,未改装,,7.3222192947339195
34006475,中古マンション等,,34102,広島県,広島市東区,牛田新町,不動院前,6,２ＤＫ,35,,,,1984年,ＲＣ,住宅,,,,,２中住専,60.0,200.0,2012年第3四半期,未改装,,6.653212513775344
34006653,中古マンション等,,34102,広島県,広島市東区,戸坂中町,広島,1H～1H30,３ＬＤＫ,70,,,,2004年,ＲＣ,住宅,,,,,１種住居,60.0,200.0,2012年第2四半期,未改装,,7.278753600952829
34009613,中古マンション等,,34103,広島県,広島市南区,翠,広島,30分～60分,３ＬＤＫ,85,,,,2008年,ＲＣ,住宅,住宅,,,,１種住居,60.0,200.0,2017年第3四半期,未改装,,7.623249290397901
34033803,中古マンション等,,34107,広島県,広島市安芸区,矢野東,矢野,,３ＬＤＫ,60,,,,1994年,ＲＣ,住宅,,,,,１種住居,60.0,200.0,2008年第3四半期,未改装,,6.973127853599698
34061191,中古マンション等,,34207,広島県,福山市,南手城町,東福山,25,３ＬＤＫ,65,,,,1975年,ＳＲＣ,,住宅,,,,近隣商業,80.0,300.0,2019年第4四半期,改装済み,,6.544068044350276
34093093,中古マンション等,,34213,広島県,廿日市市,前空,前空,8,１ＬＤＫ,40,,,,1985年,ＳＲＣ,住宅,,,,,１種住居,60.0,200.0,2010年第4四半期,未改装,,6.278753600952829
34007836,中古マンション等,,34103,広島県,広島市南区,宇品西,広島,30分～60分,４ＬＤＫ,95,,,,2007年,ＲＣ,,その他,,,,近隣商業,80.0,300.0,2019年第3四半期,改装済み,,7.556302500767287
34000433,中古マンション等,,34101,広島県,広島市中区,十日市町,広島,30分～60分,３ＬＤＫ,60,,,,1981年,ＳＲＣ,住宅,住宅,,,,商業,80.0,600.0,2021年第2四半期,改装済み,,7.301029995663981
34052325,中古マンション等,,34205,広島県,尾道市,新浜,尾道,18,３ＬＤＫ,75,,,,2010年,ＲＣ,,住宅,,,,商業,80.0,400.0,2022年第3四半期,未改装,,7.431363764158987
34011702,中古マンション等,,34103,広島県,広島市南区,宇品神田,広島,1H～1H30,３ＬＤＫ,80,,,,2002年,ＳＲＣ,住宅,,,,,商業,80.0,400.0,2006年第4四半期,未改装,調停・競売等,7.301029995663981
34083872,中古マンション等,,34212,広島県,東広島市,西条朝日町,西条(広島),10,３ＬＤＫ,70,,,,1997年,ＲＣ,住宅,住宅,,,,近隣商業,80.0,300.0,2018年第1四半期,未改装,,7.146128035678238
34014810,中古マンション等,,34104,広島県,広島市西区,横川町,横川(広島),5,１Ｋ,20,,,,1990年,ＳＲＣ,住宅,,,,,商業,80.0,500.0,2010年第4四半期,未改装,,6.568201724066995
34008023,中古マンション等,,34103,広島県,広島市南区,大州,広島,21,２ＬＤＫ,60,,,,1985年,ＳＲＣ,住宅,住宅,,,,工業,60.0,200.0,2019年第3四半期,未改装,,7.113943352306837
34095646,中古マンション等,,34213,広島県,廿日市市,宮内,宮内串戸,10,３ＬＤＫ,60,,,,,ＲＣ,住宅,,,,,１種住居,60.0,200.0,2007年第4四半期,未改装,,6.939519252618618
34010039,中古マンション等,,34103,広島県,広島市南区,宇品西,広島,30分～60分,４ＬＤＫ,105,,,,2008年,ＲＣ,住宅,,,,,近隣商業,80.0,300.0,2011年第3四半期,未改装,,7.57978359661681
34027957,中古マンション等,,34106,広島県,広島市安佐北区,可部,可部,19,４ＬＤＫ,95,,,,2005年,ＲＣ,住宅,,,,,１種住居,60.0,200.0,2010年第3四半期,未改装,,7.361727836017593
34047681,中古マンション等,,34204,広島県,三原市,円一町,三原,11,３ＬＤＫ,65,,,,1996年,,,その他,,,,近隣商業,80.0,300.0,2020年第1四半期,未改装,調停・競売等,7.113943352306837
34011338,中古マンション等,,34103,広島県,広島市南区,仁保,広島,30分～60分,３ＬＤＫ,70,,,,2000年,ＳＲＣ,住宅,,,,,準住居,60.0,200.0,2013年第1四半期,未改装,調停・競売等,7.146128035678238
34009918,中古マンション等,,34103,広島県,広島市南区,比治山町,広島,15,１Ｋ,15,,,,1989年,ＳＲＣ,住宅,,,,,商業,80.0,500.0,2010年第3四半期,未改装,,6.544068044350276
34003576,中古マンション等,,34101,広島県,広島市中区,住吉町,広島,30分～60分,オープンフロア,20,,,,1984年,ＲＣ,店舗,,,,,商業,80.0,400.0,2007年第2四半期,未改装,,6.414973347970818
34024580,中古マンション等,,34105,広島県,広島市安佐南区,西原,西原(広島),3,２ＬＤＫ,55,,,,1999年,ＳＲＣ,住宅,,,,,１種住居,60.0,200.0,2008年第2四半期,未改装,調停・競売等,7.113943352306837
34082479,中古マンション等,,34212,広島県,東広島市,西条西本町,西条(広島),6,３ＤＫ,55,,,,1984年,ＲＣ,住宅,住宅,,,,近隣商業,80.0,300.0,2022年第2四半期,未改装,,6.653212513775344
34017375,中古マンション等,,34105,広島県,広島市安佐南区,相田,毘沙門台,10,４ＬＤＫ,70,,,,1997年,ＲＣ,,住宅,,,,準工業,60.0,200.0,2019年第2四半期,未改装,,7.230448921378274
34049724,中古マンション等,,34204,広島県,三原市,城町,三原,8,,90,,,,2009年,ＲＣ,住宅,,,,,準工業,60.0,200.0,2010年第4四半期,未改装,,7.447158031342219
34000465,中古マンション等,,34101,広島県,広島市中区,土橋町,広島,30分～60分,,20,,,,1983年,ＳＲＣ,住宅,住宅,,,,商業,80.0,400.0,2019年第1四半期,未改装,,6.6127838567197355
34070702,中古マンション等,,34207,広島県,福山市,西町,福山,13,１Ｋ,15,,,,1992年,ＳＲＣ,住宅,,,,,近隣商業,80.0,300.0,2013年第1四半期,未改装,,6.113943352306837
34034225,中古マンション等,,34108,広島県,広島市佐伯区,五日市中央,五日市,28,４ＬＤＫ,95,,,,2005年,ＲＣ,住宅,住宅,,,,１種住居,60.0,200.0,2022年第3四半期,改装済み,,7.544068044350276
34014850,中古マンション等,,34104,広島県,広島市西区,井口台,新井口,24,３ＬＤＫ,70,,,,2003年,ＳＲＣ,住宅,,,,,２種住居,60.0,200.0,2011年第2四半期,未改装,調停・競売等,7.176091259055681
34063008,中古マンション等,,34207,広島県,福山市,春日町,東福山,22,４ＬＤＫ,85,,,,2002年,ＲＣ,住宅,,,,,２種住居,60.0,200.0,2014年第1四半期,未改装,,7.301029995663981
