ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
36001201,中古マンション等,,36201,徳島県,徳島市,佐古三番町,佐古,2,１Ｋ,20,,,,1993年,ＲＣ,住宅,住宅,,,,商業,80.0,400.0,2023年第2四半期,改装済み,,6.477121254719663
36000270,中古マンション等,,36201,徳島県,徳島市,籠屋町,徳島,12,,70,,,,2009年,ＲＣ,住宅,住宅,,,,商業,80.0,400.0,2020年第3四半期,,,7.301029995663981
36000225,中古マンション等,,36201,徳島県,徳島市,大松町,地蔵橋,15,４ＬＤＫ,90,,,,1995年,ＳＲＣ,,住宅,,,,調整区域,70.0,200.0,2022年第3四半期,改装済み,,7.079181246047625
36003025,中古マンション等,,36201,徳島県,徳島市,新蔵町,徳島,12,３ＬＤＫ,60,,,,1987年,ＳＲＣ,住宅,住宅,,,,商業,80.0,400.0,2018年第2四半期,未改装,,6.968482948553935
36008925,中古マンション等,,36201,徳島県,徳島市,南矢三町,蔵本,9,３ＬＤＫ,75,,,,1988年,ＳＲＣ,住宅,,,,,準工業,60.0,200.0,2007年第2四半期,改装済み,,6.880813592280791
36007963,中古マンション等,,36201,徳島県,徳島市,南沖洲,徳島,30分～60分,３ＬＤＫ,70,,,,1988年,ＲＣ,住宅,,,,,１種住居,60.0,200.0,2009年第3四半期,改装済み,,6.740362689494244
36007344,中古マンション等,,36201,徳島県,徳島市,助任橋,徳島,28,３ＬＤＫ,70,,,,1992年,ＳＲＣ,住宅,,,,,商業,80.0,400.0,2013年第2四半期,未改装,,6.973127853599698
36002639,中古マンション等,,36201,徳島県,徳島市,山城西,二軒屋,21,３ＬＤＫ,70,,,,1989年,ＲＣ,住宅,住宅,,,,２種住居,60.0,200.0,2023年第1四半期,,,7.146128035678238
36003622,中古マンション等,,36201,徳島県,徳島市,佐古六番町,蔵本,12,３ＬＤＫ,75,,,,,ＳＲＣ,住宅,,,,,商業,80.0,400.0,2014年第1四半期,改装済み,,7.204119982655925
36006615,中古マンション等,,36201,徳島県,徳島市,勝占町,地蔵橋,26,４ＬＤＫ,85,,,,1990年,ＳＲＣ,住宅,,,,,調整区域,70.0,200.0,2012年第1四半期,未改装,,7.146128035678238
