ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
10010245,中古マンション等,,10201,群馬県,前橋市,南町,前橋,15,２ＬＤＫ,50,,,,1992年,ＳＲＣ、ＲＣ,住宅,住宅,,,,２中住専,60.0,200.0,2015年第4四半期,未改装,,6.812913356642856
10019735,中古マンション等,,10202,群馬県,高崎市,貝沢町,高崎問屋町,1,３ＬＤＫ,70,,,,2008年,ＲＣ,住宅,,,,,商業,80.0,400.0,2010年第1四半期,改装済み,,7.230448921378274
10016733,中古マンション等,,10202,群馬県,高崎市,並榎町,北高崎,16,１Ｋ,30,,,,1991年,ＲＣ,,,,,,１種住居,60.0,200.0,2020年第1四半期,,,6.4623979978989565
10041002,中古マンション等,,10205,群馬県,太田市,新井町,太田(群馬),24,２ＬＤＫ,60,,,,2007年,ＲＣ,住宅,住宅,,,,１中住専,60.0,200.0,2023年第3四半期,未改装,,7.2552725051033065
10020702,中古マンション等,,10202,群馬県,高崎市,乗附町,高崎(ＪＲ),30分～60分,３ＬＤＫ,70,,,,1991年,ＲＣ,住宅,,,,,１低住専,40.0,80.0,2010年第2四半期,改装済み,,6.8750612633917
10013957,中古マンション等,,10202,群馬県,高崎市,あら町,高崎(ＪＲ),8,,80,,,,2009年,ＲＣ,,住宅,,,,商業,80.0,600.0,2022年第1四半期,,,7.6020599913279625
10014743,中古マンション等,,10202,群馬県,高崎市,上佐野町,佐野のわたし,10,２ＬＤＫ,50,,,,1991年,ＲＣ,,,,,,準工業,60.0,200.0,2021年第1四半期,改装済み,,6.845098040014257
10029893,中古マンション等,,10203,群馬県,桐生市,宮前町,桐生,5,２ＤＫ,50,,,,1991年,ＳＲＣ,,住宅,,,,商業,80.0,400.0,2023年第1四半期,未改装,,6.6020599913279625
10035552,中古マンション等,,10204,群馬県,伊勢崎市,中央町,伊勢崎,13,４ＬＤＫ,70,,,,1991年,ＲＣ,,住宅,,,,商業,80.0,400.0,2018年第1四半期,未改装,,6.698970004336019
10015387,中古マンション等,,10202,群馬県,高崎市,小八木町,井野(群馬),18,２ＤＫ,45,,,,1991年,ＳＲＣ,,住宅,,,,調整区域,70.0,200.0,2022年第2四半期,未改装,,6.301029995663981
10002492,中古マンション等,,10201,群馬県,前橋市,西片貝町,片貝,4,３ＬＤＫ,70,,,,1992年,ＲＣ,住宅,住宅,,,,調整区域,70.0,200.0,2023年第3四半期,改装済み,,6.991226075692495
10004106,中古マンション等,,10201,群馬県,前橋市,表町,前橋,4,１Ｋ,20,,,,1990年,ＳＲＣ,住宅,住宅,,,,商業,80.0,400.0,2018年第3四半期,改装済み,,6.477121254719663
10009519,中古マンション等,,10201,群馬県,前橋市,古市町,新前橋,7,１Ｋ,20,,,,1991年,ＳＲＣ,住宅,住宅,,,,商業,80.0,400.0,2016年第2四半期,未改装,,6.342422680822207
10013763,中古マンション等,,10201,群馬県,前橋市,三俣町,三俣,3,２ＬＤＫ,75,,,,2006年,ＳＲＣ,住宅,,,,,１種住居,60.0,200.0,2013年第2四半期,改装済み,,7.204119982655925
10010176,中古マンション等,,10201,群馬県,前橋市,大友町,新前橋,16,３ＬＤＫ,55,,,,1990年,ＳＲＣ,住宅,,,,,商業,80.0,400.0,2007年第4四半期,改装済み,,6.9344984512435675
10028089,中古マンション等,,10202,群馬県,高崎市,高砂町,高崎(ＪＲ),15,２ＬＤＫ,70,,,,2007年,ＲＣ,住宅,,,,,商業,80.0,200.0,2013年第2四半期,未改装,,7.3222192947339195
10026589,中古マンション等,,10202,群馬県,高崎市,赤坂町,北高崎,13,３ＤＫ,45,,,,1985年,ＳＲＣ,住宅,,,,,商業,80.0,400.0,2013年第3四半期,改装済み,,6.698970004336019
10028765,中古マンション等,,10202,群馬県,高崎市,連雀町,高崎(ＪＲ),9,３ＬＤＫ,85,,,,2008年,ＲＣ,住宅,,,,,商業,80.0,600.0,2013年第2四半期,未改装,,7.342422680822207
10020578,中古マンション等,,10202,群馬県,高崎市,問屋町,高崎問屋町,3,３ＬＤＫ,65,,,,2006年,ＲＣ,住宅,,,,,商業,80.0,400.0,2010年第2四半期,未改装,,7.361727836017593
10020585,中古マンション等,,10202,群馬県,高崎市,東町,高崎(ＪＲ),4,２ＬＤＫ,50,,,,1994年,ＳＲＣ,住宅,,,,,商業,80.0,400.0,2011年第4四半期,改装済み,,7.079181246047625
10013297,中古マンション等,,10201,群馬県,前橋市,南町,前橋,16,３ＬＤＫ,75,,,,1999年,ＲＣ,住宅,,,,,２中住専,60.0,200.0,2012年第4四半期,未改装,,6.903089986991944
10006914,中古マンション等,,10201,群馬県,前橋市,南町,前橋,11,３ＬＤＫ,55,,,,1992年,ＲＣ,住宅,,,,,準工業,60.0,200.0,2010年第3四半期,改装済み,,6.770852011642144
10012671,中古マンション等,,10201,群馬県,前橋市,小相木町,新前橋,15,３ＬＤＫ,70,,,,2008年,ＲＣ,住宅,,,,,２中住専,60.0,200.0,2013年第3四半期,未改装,,7.204119982655925
10013141,中古マンション等,,10201,群馬県,前橋市,文京町,前橋,14,３ＬＤＫ,85,,,,2010年,ＲＣ,住宅,,,,,工業,60.0,200.0,2012年第2四半期,未改装,,7.477121254719663
10005917,中古マンション等,,10201,群馬県,前橋市,古市町,新前橋,10,１Ｋ,20,,,,1992年,ＲＣ,,,,,,工業,60.0,200.0,2017年第3四半期,未改装,,6.176091259055681
10000813,中古マンション等,,10201,群馬県,前橋市,表町,前橋,4,１Ｒ,15,,,,1990年,ＳＲＣ,,住宅,,,,商業,80.0,400.0,2022年第3四半期,未改装,,6.431363764158987
10012288,中古マンション等,,10201,群馬県,前橋市,表町,前橋,8,,35,,,,1992年,ＳＲＣ,住宅,,,,,商業,80.0,400.0,2013年第2四半期,未改装,,6.568201724066995
10009589,中古マンション等,,10201,群馬県,前橋市,西片貝町,片貝,6,２ＤＫ,40,,,,1992年,ＲＣ,住宅,住宅,,,,調整区域,70.0,200.0,2015年第4四半期,未改装,,6.643452676486188
10016348,中古マンション等,,10202,群馬県,高崎市,田町,高崎(ＪＲ),12,３ＬＤＫ,65,,,,2001年,ＳＲＣ,,住宅,,,,商業,80.0,400.0,2020年第3四半期,未改装,,7.146128035678238
10027084,中古マンション等,,10202,群馬県,高崎市,末広町,高崎(ＪＲ),21,３ＬＤＫ,60,,,,1991年,ＳＲＣ,住宅,,,,,１種住居,60.0,200.0,2012年第1四半期,,,6.799340549453582
10007409,中古マンション等,,10201,群馬県,前橋市,表町,前橋,4,３ＬＤＫ,65,,,,2009年,ＲＣ,住宅,住宅,,,,商業,80.0,600.0,2016年第3四半期,改装済み,,7.2552725051033065
10011589,中古マンション等,,10201,群馬県,前橋市,表町,前橋,5,１ＤＫ,30,,,,1992年,ＳＲＣ,住宅,,,,,商業,80.0,400.0,2012年第3四半期,未改装,,6.568201724066995
10001763,中古マンション等,,10201,群馬県,前橋市,下小出町,前橋,30分～60分,２ＬＤＫ,70,,,,2006年,ＲＣ,,住宅,,,,準工業,60.0,200.0,2019年第3四半期,未改装,,7.278753600952829
10033952,中古マンション等,,10204,群馬県,伊勢崎市,下植木町,新伊勢崎,18,２ＬＤＫ,65,,,,1991年,ＳＲＣ,,住宅,,,,工業,60.0,200.0,2019年第2四半期,未改装,,6.6020599913279625
10025440,中古マンション等,,10202,群馬県,高崎市,昭和町,北高崎,6,４ＬＤＫ,95,,,,1979年,ＳＲＣ,住宅,,,,,商業,80.0,400.0,2007年第2四半期,未改装,,6.954242509439325
10007372,中古マンション等,,10201,群馬県,前橋市,大渡町,新前橋,28,３ＬＤＫ,60,,,,1990年,ＳＲＣ,住宅,住宅,,,,工業,60.0,200.0,2016年第2四半期,改装済み,,6.698970004336019
10018474,中古マンション等,,10202,群馬県,高崎市,倉賀野町,倉賀野,7,１ＤＫ,45,,,,1993年,ＳＲＣ,住宅,住宅,,,,工業,60.0,200.0,2018年第3四半期,未改装,,6.8750612633917
10003452,中古マンション等,,10201,群馬県,前橋市,三河町,前橋,9,２ＬＤＫ,45,,,,1991年,ＳＲＣ,,住宅,,,,１種住居,60.0,200.0,2019年第3四半期,未改装,,6.633468455579586
10003206,中古マンション等,,10201,群馬県,前橋市,古市町,新前橋,10,１Ｋ,20,,,,1992年,ＲＣ,住宅,住宅,,,,工業,60.0,200.0,2020年第1四半期,未改装,,6.3222192947339195
10009506,中古マンション等,,10201,群馬県,前橋市,元総社町,新前橋,27,１Ｋ,15,,,,1990年,ＳＲＣ,住宅,住宅,,,,商業,80.0,400.0,2014年第4四半期,改装済み,,6.3222192947339195
10042840,中古マンション等,,10205,群馬県,太田市,藤阿久町,太田(群馬),26,３ＬＤＫ,55,,,,1993年,ＳＲＣ,住宅,住宅,,,,２中住専,60.0,200.0,2022年第2四半期,未改装,,6.778151250383644
10003758,中古マンション等,,10201,群馬県,前橋市,元総社町,新前橋,27,２ＤＫ,35,,,,1990年,ＳＲＣ,住宅,住宅,,,,商業,80.0,400.0,2020年第1四半期,改装済み,,6.698970004336019
10016435,中古マンション等,,10202,群馬県,高崎市,常盤町,北高崎,19,３ＬＤＫ,60,,,,1997年,ＲＣ,住宅,住宅,,,,１種住居,60.0,200.0,2021年第2四半期,未改装,,7.041392685158225
10031713,中古マンション等,,10203,群馬県,桐生市,本町,桐生,8,４ＬＤＫ,85,,,,2008年,ＲＣ,住宅,その他,,,,商業,80.0,400.0,2015年第3四半期,未改装,,7.3222192947339195
10015193,中古マンション等,,10202,群馬県,高崎市,倉賀野町,倉賀野,5,３ＬＤＫ,60,,,,1993年,ＳＲＣ,住宅,住宅,,,,工業,60.0,200.0,2022年第1四半期,改装済み,,7.146128035678238
10013142,中古マンション等,,10201,群馬県,前橋市,文京町,前橋,14,３ＬＤＫ,70,,,,2010年,ＲＣ,住宅,,,,,工業,60.0,200.0,2012年第2四半期,未改装,,7.3979400086720375
10012279,中古マンション等,,10201,群馬県,前橋市,表町,前橋,7,２ＬＤＫ,80,,,,2005年,ＲＣ,住宅,,,,,商業,80.0,400.0,2013年第4四半期,未改装,,7.278753600952829
10016834,中古マンション等,,10202,群馬県,高崎市,鼻高町,群馬八幡,24,１Ｋ,15,,,,1991年,鉄骨造,住宅,その他,,,,１中住専,60.0,200.0,2023年第1四半期,未改装,,5.7160033436347994
10016437,中古マンション等,,10202,群馬県,高崎市,常盤町,北高崎,19,３ＬＤＫ,70,,,,1997年,ＲＣ,住宅,住宅,,,,１種住居,60.0,200.0,2020年第4四半期,未改装,,7.041392685158225
10045117,中古マンション等,,10205,群馬県,太田市,新井町,太田(群馬),22,１Ｋ,25,,,,1991年,ＲＣ,住宅,住宅,,,,１中住専,60.0,200.0,2014年第4四半期,改装済み,,6.301029995663981
10009234,中古マンション等,,10201,群馬県,前橋市,元総社町,新前橋,29,３ＬＤＫ,60,,,,,ＳＲＣ,住宅,,,,,商業,80.0,400.0,2011年第4四半期,改装済み,,6.8750612633917
10024220,中古マンション等,,10202,群馬県,高崎市,並榎町,高崎(上信),2H～,３ＬＤＫ,70,,,,2007年,ＲＣ,住宅,,,,,準工業,60.0,200.0,2015年第2四半期,未改装,,7.230448921378274
10013779,中古マンション等,,10201,群馬県,前橋市,南町,前橋,11,３ＬＤＫ,60,,,,1992年,ＲＣ,住宅,,,,,準工業,60.0,200.0,2013年第2四半期,改装済み,,7.2552725051033065
10016042,中古マンション等,,10202,群馬県,高崎市,新町,新町(群馬),5,３ＬＤＫ,55,,,,1991年,ＲＣ,,住宅,,,,１種住居,60.0,200.0,2021年第1四半期,未改装,,6.763427993562937
10026655,中古マンション等,,10202,群馬県,高崎市,東町,高崎(ＪＲ),4,３ＬＤＫ,75,,,,1994年,ＳＲＣ,住宅,,,,,商業,80.0,400.0,2013年第3四半期,改装済み,,7.278753600952829
10005969,中古マンション等,,10201,群馬県,前橋市,平和町,前橋,25,１Ｋ,20,,,,1989年,ＲＣ,住宅,住宅,,,,近隣商業,80.0,200.0,2017年第2四半期,未改装,,5.954242509439325
10026598,中古マンション等,,10202,群馬県,高崎市,旭町,高崎(ＪＲ),4,３ＬＤＫ,75,,,,2004年,ＳＲＣ,住宅,,,,,商業,80.0,600.0,2013年第2四半期,未改装,,7.477121254719663
10021186,中古マンション等,,10202,群馬県,高崎市,貝沢町,高崎問屋町,0,３ＬＤＫ,70,,,,2008年,ＲＣ,住宅,,,,,商業,80.0,400.0,2014年第1四半期,未改装,,7.278753600952829
10004118,中古マンション等,,10201,群馬県,前橋市,表町,前橋,4,２Ｋ,30,,,,1992年,ＳＲＣ,,住宅,,,,商業,80.0,400.0,2018年第1四半期,改装済み,,6.556302500767287
10027914,中古マンション等,,10202,群馬県,高崎市,白銀町,高崎(ＪＲ),11,,70,,,,2009年,ＲＣ,住宅,,,,,商業,80.0,400.0,2013年第2四半期,,調停・競売等,7.2552725051033065
10009158,中古マンション等,,10201,群馬県,前橋市,住吉町,中央前橋,6,３ＬＤＫ,60,,,,1991年,ＳＲＣ,住宅,住宅,,,,商業,80.0,400.0,2015年第3四半期,改装済み,,6.991226075692495
10003665,中古マンション等,,10201,群馬県,前橋市,元総社町,新前橋,27,１Ｋ,15,,,,1990年,ＳＲＣ,住宅,住宅,,,,商業,80.0,400.0,2023年第3四半期,改装済み,,6.3222192947339195
10016709,中古マンション等,,10202,群馬県,高崎市,並榎町,北高崎,16,１Ｋ,30,,,,1991年,ＲＣ,住宅,住宅,,,,１種住居,60.0,200.0,2023年第1四半期,改装済み,,6.477121254719663
10023438,中古マンション等,,10202,群馬県,高崎市,並榎町,北高崎,16,３ＬＤＫ,60,,,,1991年,ＲＣ,住宅,住宅,,,,１種住居,60.0,200.0,2016年第2四半期,未改装,,6.698970004336019
