ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
5010526,中古マンション等,,5201,秋田県,秋田市,南通築地,秋田,16,１Ｒ,25,,,,1990年,ＲＣ,住宅,,,,,１種住居,60.0,200.0,2011年第3四半期,未改装,,6.278753600952829
5003861,中古マンション等,,5201,秋田県,秋田市,保戸野鉄砲町,秋田,30分～60分,１Ｋ,30,,,,1990年,ＲＣ,住宅,その他,,,,１種住居,60.0,200.0,2023年第2四半期,未改装,,6.477121254719663
5000993,中古マンション等,,5201,秋田県,秋田市,大町,秋田,19,４ＬＤＫ,90,,,,1998年,ＳＲＣ,住宅,住宅,,,,商業,80.0,400.0,2020年第3四半期,未改装,,7.146128035678238
5011573,中古マンション等,,5201,秋田県,秋田市,千秋矢留町,秋田,18,１Ｋ,15,,,,1988年,ＳＲＣ,住宅,,,,,商業,80.0,400.0,2013年第3四半期,未改装,,5.812913356642856
5011246,中古マンション等,,5201,秋田県,秋田市,山王,秋田,30分～60分,１ＤＫ,25,,,,1991年,ＳＲＣ,住宅,,,,,商業,80.0,400.0,2013年第4四半期,改装済み,,6.556302500767287
5007745,中古マンション等,,5201,秋田県,秋田市,千秋矢留町,秋田,16,３ＬＤＫ,60,,,,1989年,ＳＲＣ,住宅,住宅,,,,商業,80.0,400.0,2015年第2四半期,改装済み,,6.892094602690481
5008536,中古マンション等,,5201,秋田県,秋田市,南通宮田,秋田,16,３ＬＤＫ,80,,,,1991年,ＲＣ,住宅,,,,,１中住専,50.0,200.0,2014年第1四半期,未改装,,6.778151250383644
5011175,中古マンション等,,5201,秋田県,秋田市,千秋明徳町,秋田,15,２ＬＤＫ,65,,,,2007年,ＲＣ,住宅,,,,,商業,80.0,400.0,2012年第2四半期,未改装,,7.176091259055681
5013832,中古マンション等,,5201,秋田県,秋田市,八橋大畑,秋田,30分～60分,４ＬＤＫ,95,,,,2007年,ＲＣ,住宅,,,,,準工業,60.0,200.0,2009年第4四半期,未改装,,7.3979400086720375
5012103,中古マンション等,,5201,秋田県,秋田市,手形,秋田,6,３ＬＤＫ,70,,,,2007年,ＲＣ,住宅,,,,,２種住居,60.0,200.0,2013年第1四半期,改装済み,,7.342422680822207
5004771,中古マンション等,,5201,秋田県,秋田市,山王,秋田,30分～60分,１Ｋ,20,,,,1993年,ＳＲＣ,住宅,住宅,,,,商業,80.0,400.0,2018年第2四半期,未改装,,6.278753600952829
5003991,中古マンション等,,5201,秋田県,秋田市,南通築地,秋田,9,２ＬＤＫ,55,,,,1990年,ＳＲＣ,住宅,住宅,,,,商業,80.0,400.0,2019年第1四半期,改装済み,,6.968482948553935
5008630,中古マンション等,,5201,秋田県,秋田市,八橋大畑,秋田,30分～60分,４ＬＤＫ,70,,,,1992年,ＲＣ,住宅,住宅,,,,準工業,60.0,200.0,2014年第1四半期,未改装,,6.8512583487190755
5007042,中古マンション等,,5201,秋田県,秋田市,山王,秋田,29,１ＬＤＫ,50,,,,1990年,ＳＲＣ,住宅,,,,,商業,80.0,500.0,2010年第2四半期,未改装,調停・競売等,6.653212513775344
5009452,中古マンション等,,5201,秋田県,秋田市,南通築地,秋田,9,４ＬＤＫ,80,,,,1991年,ＳＲＣ,住宅,住宅,,,,商業,80.0,400.0,2015年第4四半期,改装済み,,7.176091259055681
5013116,中古マンション等,,5201,秋田県,秋田市,八橋大畑,秋田,30分～60分,３ＬＤＫ,70,,,,1992年,ＲＣ,住宅,,,,,準工業,60.0,200.0,2013年第3四半期,改装済み,,6.939519252618618
5006161,中古マンション等,,5201,秋田県,秋田市,山王,秋田,30分～60分,２ＤＫ,40,,,,1993年,ＳＲＣ,住宅,住宅,,,,商業,80.0,400.0,2017年第1四半期,未改装,,6.643452676486188
5004599,中古マンション等,,5201,秋田県,秋田市,大町,秋田,21,１ＤＫ,40,,,,1989年,ＳＲＣ,住宅,住宅,,,,商業,80.0,400.0,2018年第4四半期,改装済み,,6.643452676486188
5010927,中古マンション等,,5201,秋田県,秋田市,山王,秋田,30分～60分,１ＤＫ,30,,,,1991年,ＳＲＣ,住宅,,,,,商業,80.0,400.0,2012年第3四半期,未改装,,6.544068044350276
5011228,中古マンション等,,5201,秋田県,秋田市,千秋矢留町,秋田,20,３ＬＤＫ,65,,,,1989年,ＳＲＣ,住宅,,,,,商業,80.0,400.0,2012年第1四半期,未改装,調停・競売等,6.785329835010767
5004538,中古マンション等,,5201,秋田県,秋田市,泉北,秋田,30分～60分,３ＬＤＫ,75,,,,2007年,ＲＣ,,住宅,,,,準工業,60.0,200.0,2018年第3四半期,未改装,,7.342422680822207
5001664,中古マンション等,,5201,秋田県,秋田市,山王,秋田,30分～60分,２ＬＤＫ,65,,,,2004年,ＲＣ,住宅,住宅,,,,商業,80.0,400.0,2023年第1四半期,改装済み,,6.897627091290442
5007379,中古マンション等,,5201,秋田県,秋田市,中通,秋田,14,３ＬＤＫ,70,,,,2003年,ＲＣ,住宅,住宅,,,,商業,80.0,600.0,2017年第2四半期,,,7.342422680822207
5001005,中古マンション等,,5201,秋田県,秋田市,大町,秋田,21,３ＬＤＫ,65,,,,1989年,ＳＲＣ,住宅,住宅,,,,商業,80.0,400.0,2019年第4四半期,改装済み,,6.991226075692495
5012197,中古マンション等,,5201,秋田県,秋田市,千秋矢留町,秋田,25,３ＬＤＫ,65,,,,1989年,ＳＲＣ,住宅,,,,,商業,80.0,400.0,2008年第2四半期,改装済み,,6.892094602690481
5005858,中古マンション等,,5201,秋田県,秋田市,大町,秋田,21,１ＬＤＫ,55,,,,1990年,ＳＲＣ,住宅,住宅,,,,商業,80.0,400.0,2014年第3四半期,未改装,,6.832508912706237
5019176,中古マンション等,,5203,秋田県,横手市,駅前町,横手,3,３ＬＤＫ,70,,,,2010年,ＲＣ,住宅,,,,,商業,80.0,400.0,2010年第1四半期,,,7.361727836017593
5011880,中古マンション等,,5201,秋田県,秋田市,山王,秋田,30分～60分,１ＤＫ,30,,,,1991年,ＳＲＣ,住宅,,,,,商業,80.0,400.0,2008年第3四半期,未改装,,6.57978359661681
5013119,中古マンション等,,5201,秋田県,秋田市,八橋大畑,秋田,30分～60分,２ＬＤＫ＋Ｓ,60,,,,1992年,ＲＣ,住宅,,,,,準工業,60.0,200.0,2013年第2四半期,未改装,,6.838849090737256
5003740,中古マンション等,,5201,秋田県,秋田市,広面,秋田,30分～60分,３ＬＤＫ＋Ｓ,85,,,,2009年,ＲＣ,住宅,住宅,,,,１種住居,60.0,200.0,2021年第2四半期,未改装,,7.431363764158987
5002176,中古マンション等,,5201,秋田県,秋田市,千秋矢留町,秋田,18,３ＬＤＫ,65,,,,1989年,ＳＲＣ,住宅,住宅,,,,商業,80.0,400.0,2020年第4四半期,改装済み,,7.079181246047625
5008277,中古マンション等,,5201,秋田県,秋田市,南通宮田,秋田,16,１ＬＤＫ,40,,,,1991年,ＲＣ,住宅,住宅,,,,１中住専,60.0,200.0,2017年第2四半期,未改装,,6.799340549453582
5003158,中古マンション等,,5201,秋田県,秋田市,楢山登町,秋田,26,３ＬＤＫ,75,,,,2002年,ＲＣ,住宅,住宅,,,,近隣商業,80.0,200.0,2019年第2四半期,未改装,,7.230448921378274
5001722,中古マンション等,,5201,秋田県,秋田市,山王,秋田,30分～60分,３ＬＤＫ,70,,,,2011年,ＲＣ,住宅,住宅,,,,近隣商業,80.0,200.0,2019年第3四半期,改装済み,,7.3979400086720375
5001676,中古マンション等,,5201,秋田県,秋田市,山王,秋田,30分～60分,１ＤＫ,30,,,,1986年,ＲＣ,住宅,その他,,,,商業,80.0,400.0,2022年第1四半期,未改装,,5.903089986991944
5009150,中古マンション等,,5201,秋田県,秋田市,八橋大畑,秋田,30分～60分,４ＬＤＫ,95,,,,2007年,ＲＣ,住宅,,,,,準工業,60.0,200.0,2010年第2四半期,未改装,,7.361727836017593
5003840,中古マンション等,,5201,秋田県,秋田市,保戸野桜町,秋田,30分～60分,３ＬＤＫ,70,,,,2005年,ＲＣ,住宅,住宅,,,,１種住居,60.0,200.0,2019年第4四半期,未改装,,7.278753600952829
5003057,中古マンション等,,5201,秋田県,秋田市,中通,秋田,13,１ＬＤＫ,65,,,,2003年,ＲＣ,住宅,住宅,,,,商業,80.0,600.0,2020年第1四半期,改装済み,,7.342422680822207
