ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
38032602,中古マンション等,,38205,愛媛県,新居浜市,萩生,新居浜,30分～60分,３ＬＤＫ,75,,,,2011年,ＲＣ,住宅,,,,,非線引き,60.0,200.0,2011年第3四半期,未改装,,7.3222192947339195
38023924,中古マンション等,,38202,愛媛県,今治市,北日吉町,今治,9,２ＬＤＫ,85,,,,2000年,ＲＣ,住宅,住宅,,,,２種住居,60.0,200.0,2016年第1四半期,未改装,,7.2552725051033065
38016265,中古マンション等,,38201,愛媛県,松山市,本町,本町３丁目,1,４ＬＤＫ,85,,,,2010年,ＲＣ,住宅,,,,,商業,80.0,400.0,2013年第4四半期,未改装,,7.531478917042255
38003984,中古マンション等,,38201,愛媛県,松山市,姫原,本町６丁目,18,３ＬＤＫ,65,,,,1992年,ＳＲＣ,,住宅,,,,１種住居,60.0,200.0,2021年第1四半期,未改装,,7.113943352306837
38013976,中古マンション等,,38201,愛媛県,松山市,大手町,大手町(愛媛),1,１ＬＤＫ,30,,,,2004年,ＳＲＣ,住宅,,,,,商業,80.0,500.0,2012年第3四半期,未改装,,6.929418925714293
38012253,中古マンション等,,38201,愛媛県,松山市,清水町,清水町,4,３ＬＤＫ,75,,,,2002年,ＲＣ,住宅,住宅,,,,１種住居,60.0,200.0,2015年第2四半期,未改装,,7.2552725051033065
38007615,中古マンション等,,38201,愛媛県,松山市,枝松,いよ立花,18,４ＬＤＫ,105,,,,2006年,ＲＣ,住宅,住宅,,,,近隣商業,80.0,300.0,2017年第1四半期,未改装,,7.361727836017593
38007952,中古マンション等,,38201,愛媛県,松山市,清水町,清水町,4,３ＬＤＫ,75,,,,2002年,ＲＣ,住宅,住宅,,,,１種住居,60.0,200.0,2014年第3四半期,未改装,,7.2552725051033065
38037353,中古マンション等,,38206,愛媛県,西条市,大町,伊予西条,16,３ＬＤＫ,70,,,,1988年,ＲＣ,住宅,住宅,,,,非線引き,60.0,200.0,2015年第3四半期,未改装,,6.778151250383644
38002082,中古マンション等,,38201,愛媛県,松山市,三番町,松山市駅,10,３ＬＤＫ,100,,,,2019年,ＲＣ,住宅,住宅,,,,商業,80.0,500.0,2020年第2四半期,未改装,,7.681241237375588
38018498,中古マンション等,,38201,愛媛県,松山市,道後姫塚,道後温泉,11,３ＬＤＫ,65,,,,1990年,ＳＲＣ,住宅,,,,,１種住居,60.0,200.0,2008年第4四半期,改装済み,,7.0
38016697,中古マンション等,,38201,愛媛県,松山市,大手町,大手町(愛媛),0,１Ｋ,20,,,,1991年,ＳＲＣ,住宅,,,,,商業,80.0,500.0,2009年第1四半期,未改装,,6.544068044350276
38006767,中古マンション等,,38201,愛媛県,松山市,二番町,県庁前(愛媛),5,１ＤＫ,30,,,,2006年,ＲＣ,住宅,住宅,,,,商業,80.0,400.0,2018年第4四半期,改装済み,,7.113943352306837
38013486,中古マンション等,,38201,愛媛県,松山市,辰巳町,三津,6,３ＬＤＫ,85,,,,1990年,ＳＲＣ,住宅,住宅,,,,工業,60.0,200.0,2016年第2四半期,未改装,,7.113943352306837
38015965,中古マンション等,,38201,愛媛県,松山市,道後北代,南町,11,３ＬＤＫ,80,,,,2006年,ＲＣ,住宅,,,,,１中住専,60.0,200.0,2013年第1四半期,改装済み,,7.342422680822207
38014239,中古マンション等,,38201,愛媛県,松山市,港山町,港山,4,２ＬＤＫ,75,,,,1992年,ＳＲＣ,住宅,その他,,,,１種住居,60.0,200.0,2016年第2四半期,改装済み,,7.079181246047625
38036296,中古マンション等,,38206,愛媛県,西条市,大町,伊予西条,6,３ＬＤＫ,70,,,,2002年,ＳＲＣ,住宅,住宅,,,,商業,80.0,400.0,2014年第3四半期,改装済み,,7.146128035678238
38013526,中古マンション等,,38201,愛媛県,松山市,中央,衣山,8,１ＤＫ,15,,,,1990年,ＲＣ,住宅,住宅,,,,,,,2016年第1四半期,未改装,,6.3979400086720375
38006711,中古マンション等,,38201,愛媛県,松山市,中村,いよ立花,7,,20,,,,1991年,ＲＣ,,住宅,,,,１種住居,60.0,200.0,2018年第1四半期,改装済み,,6.556302500767287
38018444,中古マンション等,,38201,愛媛県,松山市,土居田町,土居田,3,３ＬＤＫ,75,,,,1988年,ＲＣ,住宅,,,,,１種住居,60.0,200.0,2008年第1四半期,未改装,調停・競売等,6.8750612633917
38005321,中古マンション等,,38201,愛媛県,松山市,南持田町,勝山町,3,３ＬＤＫ,80,,,,2015年,ＲＣ,住宅,住宅,,,,１種住居,60.0,200.0,2022年第4四半期,未改装,,7.6020599913279625
38018525,中古マンション等,,38201,愛媛県,松山市,永木町,松山市,,３ＬＤＫ,85,,,,1985年,ＳＲＣ,住宅,,,,,,,,2008年第2四半期,未改装,,7.079181246047625
38016813,中古マンション等,,38201,愛媛県,松山市,空港通,土橋(愛媛),11,４ＬＤＫ,85,,,,1999年,ＳＲＣ,住宅,,,,,準工業,60.0,200.0,2009年第4四半期,,調停・競売等,7.113943352306837
38038273,中古マンション等,,38206,愛媛県,西条市,神拝,伊予西条,19,３ＬＤＫ,70,,,,1997年,ＲＣ,住宅,,,,,１種住居,,,2013年第2四半期,未改装,,7.041392685158225
38031564,中古マンション等,,38205,愛媛県,新居浜市,多喜浜,多喜浜,25,２ＬＤＫ,50,,,,1985年,ＲＣ,住宅,住宅,,,,２種住居,60.0,200.0,2018年第2四半期,未改装,,6.301029995663981
38018400,中古マンション等,,38201,愛媛県,松山市,千舟町,松山(愛媛),5,２ＤＫ,45,,,,1982年,ＳＲＣ,住宅,,,,,商業,80.0,400.0,2007年第4四半期,改装済み,,6.954242509439325
38009404,中古マンション等,,38201,愛媛県,松山市,緑町,鉄砲町,3,３ＬＤＫ,65,,,,1998年,ＳＲＣ,,住宅,,,,近隣商業,80.0,300.0,2017年第3四半期,未改装,,7.146128035678238
38014772,中古マンション等,,38201,愛媛県,松山市,道後北代,南町,12,２ＬＤＫ,60,,,,2010年,ＲＣ,住宅,,,,,１中住専,60.0,200.0,2012年第3四半期,改装済み,,7.2552725051033065
38018359,中古マンション等,,38201,愛媛県,松山市,竹原,土居田,,２ＬＤＫ,65,,,,1996年,ＳＲＣ,住宅,,,,,,,,2008年第1四半期,未改装,,7.079181246047625
38031941,中古マンション等,,38205,愛媛県,新居浜市,徳常町,新居浜,30分～60分,３ＬＤＫ,75,,,,1992年,ＳＲＣ,住宅,住宅,,,,商業,80.0,400.0,2014年第2四半期,未改装,調停・競売等,6.857332496431268
38017493,中古マンション等,,38201,愛媛県,松山市,山越,本町６丁目,14,３ＬＤＫ,60,,,,,ＲＣ,住宅,,,,,１種住居,60.0,200.0,2009年第4四半期,改装済み,,6.939519252618618
38022463,中古マンション等,,38202,愛媛県,今治市,南日吉町,今治,14,２ＬＤＫ,65,,,,2002年,ＲＣ,,住宅,,,,,,,2017年第4四半期,未改装,,6.968482948553935
38010099,中古マンション等,,38201,愛媛県,松山市,辰巳町,三津,6,３ＬＤＫ,65,,,,1991年,ＳＲＣ,住宅,,,,,工業,60.0,200.0,2010年第3四半期,未改装,,6.968482948553935
38010881,中古マンション等,,38201,愛媛県,松山市,大手町,大手町(愛媛),0,１Ｋ,20,,,,1991年,ＳＲＣ,住宅,,,,,商業,80.0,500.0,2011年第1四半期,未改装,,6.505149978319906
38001572,中古マンション等,,38201,愛媛県,松山市,衣山,西衣山,14,３ＬＤＫ,70,,,,,ＳＲＣ,住宅,住宅,,,,１種住居,60.0,200.0,2019年第4四半期,,,7.079181246047625
38018983,中古マンション等,,38201,愛媛県,松山市,本町,本町６丁目,0,３ＬＤＫ,60,,,,1975年,ＳＲＣ,住宅,,,,,近隣商業,80.0,300.0,2008年第1四半期,改装済み,,6.863322860120456
38017178,中古マンション等,,38201,愛媛県,松山市,姫原,本町６丁目,21,３ＬＤＫ,70,,,,2005年,ＲＣ,住宅,,,,,１種住居,60.0,200.0,2009年第2四半期,改装済み,,7.146128035678238
38037364,中古マンション等,,38206,愛媛県,西条市,大町,伊予西条,4,３ＬＤＫ,70,,,,1998年,ＲＣ,住宅,住宅,,,,商業,80.0,400.0,2015年第1四半期,未改装,,6.991226075692495
38008638,中古マンション等,,38201,愛媛県,松山市,中村,いよ立花,6,１Ｋ,20,,,,1990年,ＲＣ,,住宅,,,,１種住居,60.0,200.0,2017年第3四半期,未改装,,6.301029995663981
38000265,中古マンション等,,38201,愛媛県,松山市,石手,道後公園,18,３ＬＤＫ,65,,,,1975年,,住宅,住宅,,,,１中住専,60.0,200.0,2019年第2四半期,未改装,,6.724275869600789
38003131,中古マンション等,,38201,愛媛県,松山市,永木町,石手川公園,11,３ＬＤＫ,80,,,,1985年,,,住宅,,,,近隣商業,80.0,300.0,2019年第1四半期,改装済み,,6.977723605288848
38003961,中古マンション等,,38201,愛媛県,松山市,姫原,本町６丁目,23,４ＬＤＫ,75,,,,,,住宅,住宅,,,,,,,2023年第1四半期,未改装,,6.963787827345556
38015536,中古マンション等,,38201,愛媛県,松山市,大手町,大手町(愛媛),1,,30,,,,2004年,ＳＲＣ,住宅,,,,,商業,80.0,500.0,2013年第1四半期,未改装,,6.919078092376074
