ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
7026901,中古マンション等,,7203,福島県,郡山市,方八町,郡山(福島),13,４ＤＫ,70,,,,1990年,ＲＣ,住宅,,,,,工業,60.0,200.0,2013年第4四半期,未改装,,7.0
7004429,中古マンション等,,7201,福島県,福島市,御倉町,福島(福島),14,１Ｋ,25,,,,1991年,ＳＲＣ,住宅,住宅,,,,商業,80.0,400.0,2017年第1四半期,改装済み,,6.505149978319906
7037131,中古マンション等,,7204,福島県,いわき市,平,いわき,16,３ＬＤＫ,70,,,,1991年,ＳＲＣ,住宅,その他,,,,商業,80.0,400.0,2015年第2四半期,未改装,,7.301029995663981
7024177,中古マンション等,,7203,福島県,郡山市,深沢,郡山(福島),30分～60分,３ＬＤＫ,65,,,,1989年,ＲＣ,住宅,,,,,１種住居,60.0,200.0,2010年第4四半期,未改装,,6.740362689494244
7007052,中古マンション等,,7201,福島県,福島市,伏拝,南福島,6,１ＤＫ,20,,,,1991年,ＲＣ,住宅,,,,,１種住居,60.0,200.0,2010年第3四半期,未改装,,6.176091259055681
7018801,中古マンション等,,7203,福島県,郡山市,西ノ内,郡山(福島),30分～60分,４ＬＤＫ,75,,,,1997年,ＲＣ,,住宅,,,,近隣商業,80.0,300.0,2019年第4四半期,未改装,,7.278753600952829
7005439,中古マンション等,,7201,福島県,福島市,野田町,福島(福島),18,２ＬＤＫ,70,,,,2008年,ＲＣ,住宅,住宅,,,,１種住居,60.0,200.0,2014年第3四半期,未改装,,7.447158031342219
7034231,中古マンション等,,7204,福島県,いわき市,平,いわき,6,３ＬＤＫ,75,,,,2002年,ＳＲＣ,住宅,住宅,,,,商業,80.0,600.0,2017年第2四半期,未改装,,7.414973347970818
7024285,中古マンション等,,7203,福島県,郡山市,並木,郡山(福島),30分～60分,３ＬＤＫ,65,,,,1995年,ＳＲＣ,住宅,住宅,,,,２中住専,60.0,200.0,2016年第2四半期,未改装,調停・競売等,6.929418925714293
7008176,中古マンション等,,7201,福島県,福島市,中町,福島(福島),8,３ＬＤＫ,70,,,,2002年,ＳＲＣ,住宅,,,,,商業,80.0,400.0,2011年第3四半期,未改装,,7.230448921378274
7010984,中古マンション等,,7201,福島県,福島市,中町,福島(福島),8,３ＬＤＫ,75,,,,2002年,ＳＲＣ,住宅,,,,,商業,80.0,400.0,2009年第4四半期,未改装,,7.2552725051033065
7016193,中古マンション等,,7203,福島県,郡山市,赤木町,郡山(福島),21,２ＤＫ,40,,,,1991年,ＳＲＣ,住宅,住宅,,,,商業,80.0,400.0,2021年第1四半期,未改装,,6.653212513775344
7028152,中古マンション等,,7203,福島県,郡山市,栄町,郡山(福島),24,２ＤＫ,55,,,,1991年,ＳＲＣ,住宅,,,,,商業,80.0,400.0,2009年第4四半期,未改装,,6.6020599913279625
7022577,中古マンション等,,7203,福島県,郡山市,開成,郡山(福島),30分～60分,３ＬＤＫ,65,,,,1993年,ＲＣ,住宅,住宅,,,,１種住居,60.0,200.0,2015年第4四半期,未改装,,6.903089986991944
7018642,中古マンション等,,7203,福島県,郡山市,七ッ池町,郡山(福島),30分～60分,３ＬＤＫ,80,,,,1990年,ＳＲＣ,住宅,住宅,,,,２種住居,60.0,200.0,2020年第3四半期,,,7.113943352306837
7028086,中古マンション等,,7203,福島県,郡山市,並木,郡山(福島),30分～60分,２ＬＤＫ,45,,,,1989年,ＳＲＣ,住宅,,,,,２中住専,60.0,200.0,2008年第1四半期,改装済み,,6.838849090737256
7023676,中古マンション等,,7203,福島県,郡山市,細沼町,郡山(福島),13,１ＤＫ,25,,,,1988年,ＳＲＣ,住宅,その他,,,,商業,80.0,400.0,2014年第2四半期,改装済み,,6.544068044350276
7002102,中古マンション等,,7201,福島県,福島市,東中央,福島(福島),30分～60分,２ＬＤＫ,65,,,,1995年,ＲＣ,住宅,住宅,,,,１種住居,60.0,200.0,2022年第4四半期,改装済み,,7.041392685158225
7013498,中古マンション等,,7202,福島県,会津若松市,白虎町,会津若松,4,２ＬＤＫ＋Ｓ,60,,,,2000年,ＲＣ,住宅,住宅,,,,商業,80.0,400.0,2017年第2四半期,未改装,,7.176091259055681
