ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
43009509,中古マンション等,,43102,熊本県,熊本市東区,長嶺南,東海学園前,30分～60分,３ＬＤＫ,75,,,,,ＲＣ,住宅,住宅,,,,,,,2014年第2四半期,未改装,,7.230448921378274
43000202,中古マンション等,,43101,熊本県,熊本市中央区,大江,水前寺,20,１Ｋ,20,,,,1991年,ＲＣ,,住宅,,,,,,,2022年第3四半期,改装済み,,6.342422680822207
43002122,中古マンション等,,43101,熊本県,熊本市中央区,練兵町,熊本,21,１ＬＤＫ,30,,,,1979年,,,事務所,,,,商業,80.0,600.0,2022年第4四半期,未改装,,6.57978359661681
43002780,中古マンション等,,43101,熊本県,熊本市中央区,九品寺,南熊本,13,４ＬＤＫ,80,,,,2007年,ＲＣ,住宅,住宅,,,,近隣商業,80.0,300.0,2014年第3四半期,未改装,,7.301029995663981
43003559,中古マンション等,,43101,熊本県,熊本市中央区,神水本町,新水前寺,29,３ＬＤＫ,70,,,,2017年,ＲＣ,住宅,住宅,,,,,,,2017年第2四半期,未改装,,7.4623979978989565
43005578,中古マンション等,,43101,熊本県,熊本市中央区,本山,熊本,9,２ＬＤＫ,55,,,,2008年,ＲＣ,住宅,,,,,２種住居,60.0,200.0,2013年第1四半期,未改装,,6.845098040014257
43007943,中古マンション等,,43102,熊本県,熊本市東区,長嶺南,水前寺,1H～1H30,１Ｋ,25,,,,1992年,,住宅,住宅,,,,準工業,60.0,200.0,2021年第4四半期,,,6.342422680822207
43005209,中古マンション等,,43101,熊本県,熊本市中央区,練兵町,熊本,23,２ＬＤＫ,60,,,,1980年,ＳＲＣ,住宅,住宅,,,,商業,80.0,500.0,2016年第1四半期,未改装,,6.919078092376074
43003064,中古マンション等,,43101,熊本県,熊本市中央区,新屋敷,水前寺,20,１Ｋ,25,,,,,ＲＣ,住宅,住宅,,,,近隣商業,80.0,300.0,2014年第1四半期,未改装,,6.361727836017593
43001449,中古マンション等,,43101,熊本県,熊本市中央区,水前寺,水前寺,11,３ＬＤＫ,65,,,,1996年,,,住宅,,,,近隣商業,80.0,300.0,2020年第1四半期,未改装,,7.176091259055681
43004418,中古マンション等,,43101,熊本県,熊本市中央区,新大江,水前寺,4,４ＬＤＫ,80,,,,1988年,ＲＣ,住宅,住宅,,,,２中住専,60.0,200.0,2015年第2四半期,未改装,,7.113943352306837
43015447,中古マンション等,,43103,熊本県,熊本市西区,上熊本,上熊本(ＪＲ・熊本電鉄),4,３ＬＤＫ,70,,,,1983年,ＳＲＣ,住宅,,,,,準工業,60.0,200.0,2009年第2四半期,未改装,,6.838849090737256
43000434,中古マンション等,,43101,熊本県,熊本市中央区,鍛冶屋町,熊本,18,１Ｋ,15,,,,1990年,ＳＲＣ,住宅,住宅,,,,商業,80.0,500.0,2023年第2四半期,改装済み,,6.633468455579586
43001913,中古マンション等,,43101,熊本県,熊本市中央区,本荘,南熊本,15,４ＬＤＫ,75,,,,1997年,ＲＣ,,,,,,商業,80.0,400.0,2019年第4四半期,未改装,,7.230448921378274
43001000,中古マンション等,,43101,熊本県,熊本市中央区,細工町,熊本,9,１ＬＤＫ,35,,,,1980年,鉄骨造,住宅,住宅,,,,商業,80.0,400.0,2023年第2四半期,改装済み,,6.57978359661681
43000881,中古マンション等,,43101,熊本県,熊本市中央区,国府,新水前寺,13,３ＬＤＫ,80,,,,,ＳＲＣ,,住宅,,,,近隣商業,80.0,300.0,2020年第4四半期,改装済み,,7.361727836017593
43008061,中古マンション等,,43102,熊本県,熊本市東区,西原,東海学園前,19,４ＬＤＫ,90,,,,2002年,ＲＣ,住宅,住宅,,,,２中住専,60.0,150.0,2019年第4四半期,未改装,,7.301029995663981
43003115,中古マンション等,,43101,熊本県,熊本市中央区,水前寺,水前寺,10,４ＬＤＫ,90,,,,1988年,ＲＣ,住宅,住宅,,,,２中住専,60.0,200.0,2014年第2四半期,改装済み,,7.113943352306837
43001239,中古マンション等,,43101,熊本県,熊本市中央区,新町,新町(熊本),2,３ＬＤＫ,75,,,,2018年,ＲＣ,住宅,住宅,,,,商業,80.0,400.0,2019年第1四半期,未改装,,7.505149978319906
43002013,中古マンション等,,43101,熊本県,熊本市中央区,本山,熊本,8,３ＬＤＫ,65,,,,2019年,ＲＣ,住宅,住宅,,,,,,,2022年第4四半期,未改装,,7.4623979978989565
43001656,中古マンション等,,43101,熊本県,熊本市中央区,坪井,黒髪町,5,３ＬＤＫ,85,,,,2004年,ＳＲＣ,住宅,住宅,,,,,,,2020年第1四半期,未改装,,7.278753600952829
43012555,中古マンション等,,43102,熊本県,熊本市東区,保田窪,東海学園前,20,３ＬＤＫ,70,,,,2007年,ＲＣ,住宅,,,,,２中住専,60.0,200.0,2008年第3四半期,未改装,,7.278753600952829
43007511,中古マンション等,,43102,熊本県,熊本市東区,月出,水前寺,30分～60分,４ＬＤＫ,90,,,,2006年,ＳＲＣ,,住宅,,,,,,,2019年第2四半期,未改装,,7.380211241711606
43005447,中古マンション等,,43101,熊本県,熊本市中央区,新屋敷,水前寺,19,１Ｋ,25,,,,1988年,ＲＣ,住宅,,,,,近隣商業,80.0,300.0,2013年第4四半期,未改装,,6.414973347970818
43011321,中古マンション等,,43102,熊本県,熊本市東区,東野,新水前寺,30分～60分,３ＬＤＫ,80,,,,2006年,ＲＣ,住宅,,,,,近隣商業,80.0,300.0,2012年第1四半期,改装済み,,7.342422680822207
43001165,中古マンション等,,43101,熊本県,熊本市中央区,新町,熊本,20,３ＬＤＫ,70,,,,2021年,ＲＣ,住宅,住宅,,,,商業,80.0,400.0,2023年第3四半期,未改装,,7.505149978319906
43012136,中古マンション等,,43102,熊本県,熊本市東区,保田窪,東海学園前,30分～60分,３ＬＤＫ,75,,,,2005年,ＲＣ,住宅,,,,,１中住専,60.0,150.0,2009年第1四半期,改装済み,,7.176091259055681
43012130,中古マンション等,,43102,熊本県,熊本市東区,東町,新水前寺,30分～60分,３ＬＤＫ,85,,,,1990年,ＲＣ,住宅,,,,,２種住居,60.0,200.0,2009年第3四半期,改装済み,,7.278753600952829
43002809,中古マンション等,,43101,熊本県,熊本市中央区,黒髪,竜田口,29,１Ｋ,20,,,,1991年,ＲＣ,住宅,住宅,,,,,,,2014年第4四半期,未改装,,6.342422680822207
43006794,中古マンション等,,43102,熊本県,熊本市東区,小峯,水前寺,1H～1H30,１Ｋ,25,,,,,,,その他,,,,２中住専,60.0,150.0,2020年第1四半期,改装済み,,6.301029995663981
43003209,中古マンション等,,43101,熊本県,熊本市中央区,水前寺公園,新水前寺,8,４ＬＤＫ,100,,,,2009年,ＲＣ,住宅,,,,,商業,80.0,400.0,2010年第1四半期,未改装,,7.544068044350276
43007514,中古マンション等,,43102,熊本県,熊本市東区,月出,水前寺,30分～60分,４ＬＤＫ,85,,,,2007年,ＲＣ,,住宅,,,,準工業,60.0,200.0,2019年第1四半期,改装済み,,7.380211241711606
43005006,中古マンション等,,43101,熊本県,熊本市中央区,桜町,熊本,28,１ＤＫ,25,,,,1980年,ＲＣ,住宅,住宅,,,,,,,2016年第1四半期,未改装,,6.4623979978989565
43009656,中古マンション等,,43102,熊本県,熊本市東区,東野,新水前寺,30分～60分,４ＬＤＫ,95,,,,2006年,ＲＣ,住宅,,,,,近隣商業,80.0,300.0,2010年第3四半期,未改装,,7.361727836017593
43007952,中古マンション等,,43102,熊本県,熊本市東区,長嶺南,水前寺,1H～1H30,２ＬＤＫ,55,,,,2020年,ＲＣ,住宅,住宅,,,,２中住専,60.0,150.0,2020年第4四半期,,,7.361727836017593
43027116,中古マンション等,,43202,熊本県,八代市,緑町,八代,16,３ＤＫ,55,,,,1992年,ＳＲＣ,,住宅,,,,近隣商業,80.0,300.0,2020年第1四半期,改装済み,,6.342422680822207
43005271,中古マンション等,,43101,熊本県,熊本市中央区,帯山,水前寺,30分～60分,３ＬＤＫ,55,,,,1990年,ＲＣ,住宅,,,,,,,,2013年第4四半期,改装済み,,6.838849090737256
43013673,中古マンション等,,43103,熊本県,熊本市西区,池田,池田(熊本),9,２ＬＤＫ＋Ｓ,70,,,,1995年,ＳＲＣ,住宅,住宅,,,,２中住専,60.0,200.0,2018年第4四半期,未改装,,5.903089986991944
43002636,中古マンション等,,43101,熊本県,熊本市中央区,大江,水前寺,20,４ＬＤＫ,90,,,,1998年,ＲＣ,住宅,住宅,,,,２種住居,60.0,200.0,2014年第1四半期,未改装,,7.301029995663981
43022057,中古マンション等,,43105,熊本県,熊本市北区,武蔵ケ丘,武蔵塚,11,３ＬＤＫ,70,,,,2018年,ＲＣ,住宅,住宅,,,,近隣商業,80.0,200.0,2022年第4四半期,未改装,,7.380211241711606
43003882,中古マンション等,,43101,熊本県,熊本市中央区,上鍛冶屋町,熊本,19,２ＤＫ,45,,,,1989年,ＳＲＣ,住宅,,,,,商業,80.0,500.0,2011年第4四半期,未改装,,6.799340549453582
43004166,中古マンション等,,43101,熊本県,熊本市中央区,練兵町,熊本,21,２ＬＤＫ,55,,,,1979年,ＲＣ,住宅,,,,,商業,80.0,600.0,2011年第1四半期,未改装,,6.698970004336019
43009721,中古マンション等,,43102,熊本県,熊本市東区,保田窪本町,東海学園前,15,３ＬＤＫ,65,,,,2010年,ＲＣ,住宅,,,,,近隣商業,80.0,200.0,2010年第3四半期,,,7.301029995663981
43005928,中古マンション等,,43101,熊本県,熊本市中央区,本荘,,,４ＬＤＫ,85,,,,1997年,ＲＣ,住宅,,,,,商業,80.0,400.0,2009年第1四半期,未改装,,7.146128035678238
43010332,中古マンション等,,43102,熊本県,熊本市東区,新外,水前寺,30分～60分,１ＤＫ,25,,,,1990年,ＲＣ,住宅,,,,,準工業,60.0,200.0,2011年第3四半期,未改装,,6.477121254719663
43005254,中古マンション等,,43101,熊本県,熊本市中央区,大江,水前寺,18,１Ｋ,15,,,,1991年,ＲＣ,住宅,,,,,近隣商業,80.0,300.0,2013年第4四半期,改装済み,,6.230448921378274
43001677,中古マンション等,,43101,熊本県,熊本市中央区,坪井,藤崎宮前,4,４ＬＤＫ,95,,,,2001年,ＳＲＣ,住宅,住宅,,,,商業,80.0,400.0,2021年第1四半期,改装済み,,7.414973347970818
43011100,中古マンション等,,43102,熊本県,熊本市東区,月出,水前寺,30分～60分,２ＬＤＫ,60,,,,1991年,ＳＲＣ,住宅,,,,,準工業,60.0,200.0,2012年第4四半期,改装済み,,7.113943352306837
43002022,中古マンション等,,43101,熊本県,熊本市中央区,本山,熊本,8,３ＬＤＫ,70,,,,2007年,ＲＣ,住宅,住宅,,,,２種住居,60.0,200.0,2021年第3四半期,未改装,,6.361727836017593
43006147,中古マンション等,,43101,熊本県,熊本市中央区,九品寺,,,２ＬＤＫ,50,,,,,ＲＣ,住宅,,,,,２種住居,60.0,200.0,2007年第3四半期,改装済み,,6.812913356642856
43000481,中古マンション等,,43101,熊本県,熊本市中央区,上通町,上熊本(ＪＲ・熊本電鉄),29,２ＬＤＫ,80,,,,2014年,ＲＣ,,事務所,,,,商業,80.0,600.0,2022年第2四半期,改装済み,,7.903089986991944
43008270,中古マンション等,,43102,熊本県,熊本市東区,東町,健軍町,5,３ＬＤＫ,95,,,,1990年,ＳＲＣ,住宅,住宅,,,,,,,2020年第4四半期,未改装,,7.079181246047625
43001899,中古マンション等,,43101,熊本県,熊本市中央区,本荘,南熊本,16,１Ｋ,25,,,,2021年,ＲＣ,住宅,住宅,,,,２種住居,60.0,200.0,2021年第4四半期,改装済み,,6.477121254719663
43005632,中古マンション等,,43101,熊本県,熊本市中央区,大江,水前寺,19,４ＬＤＫ,80,,,,2008年,ＳＲＣ,住宅,,,,,近隣商業,80.0,300.0,2009年第4四半期,未改装,,7.447158031342219
43014699,中古マンション等,,43103,熊本県,熊本市西区,春日,熊本,3,３ＬＤＫ,90,,,,2012年,ＲＣ,住宅,住宅,,,,商業,80.0,600.0,2015年第3四半期,未改装,,7.623249290397901
43008599,中古マンション等,,43102,熊本県,熊本市東区,小峯,水前寺,30分～60分,４ＬＤＫ,95,,,,,,,住宅,,,,,,,2018年第2四半期,未改装,,7.2552725051033065
43002085,中古マンション等,,43101,熊本県,熊本市中央区,横紺屋町,河原町(熊本),1,２ＬＤＫ,60,,,,2006年,ＲＣ,,住宅,,,,,,,2023年第3四半期,,,7.230448921378274
43024754,中古マンション等,,43105,熊本県,熊本市北区,高平,八景水谷,6,４ＬＤＫ,80,,,,1990年,ＲＣ,住宅,,,,,準工業,60.0,200.0,2013年第4四半期,改装済み,,7.041392685158225
43008284,中古マンション等,,43102,熊本県,熊本市東区,東町,新水前寺,30分～60分,４ＬＤＫ,90,,,,1983年,,住宅,住宅,,,,,,,2019年第4四半期,,,7.113943352306837
43005175,中古マンション等,,43101,熊本県,熊本市中央区,保田窪,東海学園前,10,１Ｋ,25,,,,1994年,ＲＣ,住宅,住宅,,,,２中住専,60.0,200.0,2016年第1四半期,未改装,,6.361727836017593
43002197,中古マンション等,,43101,熊本県,熊本市中央区,大江,水前寺,21,１Ｋ,20,,,,1991年,ＲＣ,,住宅,,,,近隣商業,80.0,300.0,2018年第1四半期,改装済み,,6.3222192947339195
43007298,中古マンション等,,43102,熊本県,熊本市東区,佐土原,新水前寺,30分～60分,２ＤＫ,40,,,,,,,住宅,,,,２中住専,60.0,150.0,2019年第3四半期,未改装,,6.653212513775344
