ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
15012903,中古マンション等,,15103,新潟県,新潟市中央区,下大川前通,新潟,19,３ＤＫ,55,,,,1985年,ＳＲＣ,,住宅,,,,,,,2017年第4四半期,未改装,,6.954242509439325
15017014,中古マンション等,,15103,新潟県,新潟市中央区,東大通,新潟,6,２ＤＫ＋Ｓ,50,,,,1977年,ＳＲＣ,住宅,,,,,商業,80.0,600.0,2013年第1四半期,改装済み,,6.724275869600789
15015794,中古マンション等,,15103,新潟県,新潟市中央区,万代,新潟,11,２ＤＫ,50,,,,1995年,ＲＣ,住宅,住宅,,,,,,,2016年第1四半期,未改装,,7.041392685158225
15018574,中古マンション等,,15103,新潟県,新潟市中央区,南笹口,新潟,8,２ＬＤＫ,50,,,,2007年,ＲＣ,住宅,,,,,商業,80.0,600.0,2008年第3四半期,未改装,,7.414973347970818
15009456,中古マンション等,,15103,新潟県,新潟市中央区,幸西,新潟,19,３ＬＤＫ,65,,,,1994年,ＳＲＣ,,住宅,,,,２種住居,60.0,200.0,2019年第4四半期,改装済み,,7.176091259055681
15017736,中古マンション等,,15103,新潟県,新潟市中央区,米山,新潟,7,３ＬＤＫ,70,,,,2003年,ＲＣ,住宅,,,,,商業,80.0,400.0,2009年第2四半期,未改装,,7.3222192947339195
15030629,中古マンション等,,15107,新潟県,新潟市西区,青山,青山(新潟),7,３ＬＤＫ,55,,,,,ＲＣ,住宅,,,,,２低住専,60.0,200.0,2010年第4四半期,改装済み,,6.880813592280791
15039501,中古マンション等,,15202,新潟県,長岡市,今朝白,長岡,10,３ＬＤＫ,65,,,,2008年,ＳＲＣ,,住宅,,,,１種住居,60.0,200.0,2020年第3四半期,改装済み,,7.361727836017593
15033305,中古マンション等,,15107,新潟県,新潟市西区,青山,青山(新潟),9,３ＬＤＫ,60,,,,1976年,ＳＲＣ,住宅,,,,,２種住居,60.0,200.0,2012年第3四半期,改装済み,,5.653212513775344
15014734,中古マンション等,,15103,新潟県,新潟市中央区,米山,新潟,8,２ＬＤＫ,60,,,,1999年,ＳＲＣ,住宅,,,,,商業,80.0,400.0,2011年第2四半期,未改装,,7.041392685158225
15004540,中古マンション等,,15102,新潟県,新潟市東区,牡丹山,新潟,30分～60分,２ＬＤＫ,55,,,,1996年,ＲＣ,住宅,住宅,,,,１種住居,60.0,200.0,2019年第4四半期,未改装,,7.041392685158225
15027854,中古マンション等,,15107,新潟県,新潟市西区,青山,青山(新潟),6,３ＤＫ,55,,,,1985年,ＲＣ,住宅,住宅,,,,２種住居,60.0,200.0,2021年第1四半期,未改装,,6.812913356642856
15033172,中古マンション等,,15107,新潟県,新潟市西区,寺尾上,寺尾,8,２ＤＫ,45,,,,1988年,ＲＣ,住宅,住宅,,,,近隣商業,80.0,200.0,2016年第4四半期,未改装,,6.518513939877887
15043192,中古マンション等,,15202,新潟県,長岡市,大手通,長岡,4,３ＬＤＫ,85,,,,2010年,ＲＣ,住宅,,,,,商業,80.0,600.0,2010年第3四半期,未改装,,7.568201724066995
15044062,中古マンション等,,15202,新潟県,長岡市,城内町,長岡,6,３ＬＤＫ,65,,,,1984年,ＳＲＣ,,,,,,商業,80.0,400.0,2017年第4四半期,未改装,,6.845098040014257
15094978,中古マンション等,,15222,新潟県,上越市,春日野,春日山,8,３ＬＤＫ,65,,,,2004年,ＲＣ,住宅,住宅,,,,１種住居,60.0,200.0,2015年第1四半期,改装済み,,7.204119982655925
15041671,中古マンション等,,15202,新潟県,長岡市,南町,長岡,12,２ＤＫ,50,,,,1971年,ＳＲＣ,住宅,住宅,,,,近隣商業,80.0,300.0,2021年第4四半期,未改装,,5.845098040014257
15040710,中古マンション等,,15202,新潟県,長岡市,中島,長岡,19,２ＬＤＫ,55,,,,2003年,ＳＲＣ,住宅,住宅,,,,１種住居,60.0,200.0,2022年第1四半期,未改装,,7.204119982655925
15018079,中古マンション等,,15103,新潟県,新潟市中央区,下大川前通,新潟,20,１ＤＫ,40,,,,1973年,ＳＲＣ,住宅,,,,,近隣商業,80.0,300.0,2008年第4四半期,,,6.342422680822207
15012397,中古マンション等,,15103,新潟県,新潟市中央区,網川原,新潟,30分～60分,１ＤＫ,40,,,,,ＲＣ,住宅,その他,,,,準工業,60.0,200.0,2017年第1四半期,未改装,,6.623249290397901
15015914,中古マンション等,,15103,新潟県,新潟市中央区,南笹口,新潟,8,３ＬＤＫ,65,,,,,ＲＣ,住宅,住宅,,,,１種住居,60.0,200.0,2016年第1四半期,改装済み,,7.079181246047625
15012304,中古マンション等,,15103,新潟県,新潟市中央区,米山,新潟,9,２ＬＤＫ,60,,,,1979年,,,住宅,,,,,,,2018年第2四半期,改装済み,,7.204119982655925
15010738,中古マンション等,,15103,新潟県,新潟市中央区,日の出,新潟,25,１Ｋ,15,,,,1992年,ＲＣ,,その他,,,,１種住居,60.0,200.0,2023年第1四半期,改装済み,,6.146128035678238
15010226,中古マンション等,,15103,新潟県,新潟市中央区,西堀通,新潟,26,２ＬＤＫ,75,,,,2009年,ＲＣ,住宅,その他,,,,商業,80.0,600.0,2021年第2四半期,改装済み,,7.3979400086720375
15012828,中古マンション等,,15103,新潟県,新潟市中央区,川端町,新潟,28,３ＬＤＫ,70,,,,2005年,ＳＲＣ,住宅,,,,,近隣商業,80.0,300.0,2010年第2四半期,未改装,,7.3222192947339195
15016821,中古マンション等,,15103,新潟県,新潟市中央区,幸西,新潟,20,４ＬＤＫ,65,,,,1987年,ＲＣ,住宅,,,,,２種住居,60.0,200.0,2013年第3四半期,未改装,,6.892094602690481
15016769,中古マンション等,,15103,新潟県,新潟市中央区,川端町,新潟,23,３ＬＤＫ,70,,,,1982年,ＳＲＣ,住宅,,,,,近隣商業,80.0,300.0,2013年第3四半期,未改装,,6.7558748556724915
15010545,中古マンション等,,15103,新潟県,新潟市中央区,万代,新潟,7,１Ｒ,25,,,,1979年,,,事務所,,,,商業,80.0,600.0,2020年第1四半期,未改装,,6.477121254719663
15009608,中古マンション等,,15103,新潟県,新潟市中央区,下大川前通,新潟,16,３ＬＤＫ,70,,,,2005年,ＳＲＣ,住宅,住宅,,,,商業,80.0,600.0,2021年第1四半期,改装済み,,7.4623979978989565
15015085,中古マンション等,,15103,新潟県,新潟市中央区,西大畑町,新潟,30分～60分,３ＬＤＫ,65,,,,1973年,ＲＣ,住宅,,,,,２中住専,60.0,200.0,2015年第4四半期,未改装,,6.3979400086720375
