ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
25015879,中古マンション等,,25201,滋賀県,大津市,真野,堅田,19,４ＬＤＫ,75,,,,1994年,ＲＣ,住宅,,,,,１種住居,60.0,200.0,2008年第2四半期,未改装,,6.954242509439325
25010695,中古マンション等,,25201,滋賀県,大津市,萱野浦,瀬田(滋賀),24,３ＬＤＫ,70,,,,1996年,ＲＣ,住宅,住宅,,,,２種住居,60.0,200.0,2016年第1四半期,改装済み,,7.079181246047625
25003453,中古マンション等,,25201,滋賀県,大津市,長等,大津,11,３ＬＤＫ,75,,,,1988年,ＳＲＣ,住宅,住宅,,,,商業,80.0,500.0,2021年第2四半期,未改装,,7.113943352306837
25019736,中古マンション等,,25202,滋賀県,彦根市,大東町,彦根,5,２ＬＤＫ,70,,,,2007年,ＲＣ,住宅,住宅,,,,商業,80.0,600.0,2016年第2四半期,未改装,,7.361727836017593
25001367,中古マンション等,,25201,滋賀県,大津市,春日町,大津,0,３ＬＤＫ,75,,,,2019年,ＲＣ,住宅,住宅,,,,商業,80.0,600.0,2020年第3四半期,未改装,,7.826074802700826
25017125,中古マンション等,,25202,滋賀県,彦根市,野良田町,稲枝,4,３ＬＤＫ,65,,,,1994年,ＳＲＣ,住宅,住宅,,,,１種住居,60.0,200.0,2019年第2四半期,改装済み,,6.892094602690481
25005204,中古マンション等,,25201,滋賀県,大津市,大江,石山,16,,65,,,,1996年,ＲＣ,住宅,住宅,,,,１種住居,60.0,200.0,2018年第1四半期,,,6.929418925714293
25035309,中古マンション等,,25206,滋賀県,草津市,東矢倉,南草津,11,３ＬＤＫ,70,,,,1990年,ＲＣ,住宅,,,,,準工業,60.0,200.0,2008年第1四半期,改装済み,,7.041392685158225
25005732,中古マンション等,,25201,滋賀県,大津市,におの浜,膳所,13,３ＤＫ,50,,,,1976年,ＳＲＣ,,住宅,,,,商業,80.0,400.0,2018年第1四半期,未改装,,6.944482672150168
25056702,中古マンション等,,25213,滋賀県,東近江市,佐野町,能登川,8,３ＬＤＫ,60,,,,,ＳＲＣ,住宅,,,,,１種住居,60.0,200.0,2012年第4四半期,未改装,,6.903089986991944
25001461,中古マンション等,,25201,滋賀県,大津市,萱野浦,瀬田(滋賀),30分～60分,２ＬＤＫ,60,,,,,,住宅,住宅,,,,２種住居,60.0,200.0,2020年第4四半期,改装済み,,7.113943352306837
25000484,中古マンション等,,25201,滋賀県,大津市,今堅田,堅田,10,３ＬＤＫ,90,,,,,,,住宅,,,,,,,2022年第4四半期,改装済み,,7.204119982655925
25005740,中古マンション等,,25201,滋賀県,大津市,錦織,大津京,8,３ＬＤＫ,65,,,,2000年,,住宅,,,,,１種住居,60.0,200.0,2018年第1四半期,未改装,,7.113943352306837
