ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
16015935,中古マンション等,,16201,富山県,富山市,上赤江町,下奥井,13,２ＬＤＫ,70,,,,2006年,ＲＣ,住宅,,,,,１種住居,60.0,200.0,2009年第2四半期,未改装,,7.230448921378274
16000225,中古マンション等,,16201,富山県,富山市,石倉町,富山,23,１Ｋ,25,,,,1990年,ＳＲＣ,住宅,住宅,,,,商業,80.0,500.0,2022年第3四半期,改装済み,,6.568201724066995
16011590,中古マンション等,,16201,富山県,富山市,大町,南富山,3,３ＬＤＫ,70,,,,1979年,鉄骨造,住宅,住宅,,,,近隣商業,80.0,200.0,2016年第4四半期,未改装,,6.724275869600789
16001999,中古マンション等,,16201,富山県,富山市,城北町,富山,11,２ＬＤＫ,70,,,,1990年,ＳＲＣ,住宅,住宅,,,,近隣商業,80.0,300.0,2023年第1四半期,改装済み,,7.113943352306837
16000775,中古マンション等,,16201,富山県,富山市,奥井町,奥田中学校前,1,,100,,,,,,,住宅,,,,,,,2019年第3四半期,,,6.892094602690481
16009290,中古マンション等,,16201,富山県,富山市,向川原町,富山,19,３ＬＤＫ,80,,,,1989年,ＳＲＣ,,住宅,,,,商業,80.0,500.0,2017年第4四半期,未改装,,7.0
16014023,中古マンション等,,16201,富山県,富山市,久方町,奥田中学校前,6,１Ｋ,30,,,,1994年,ＲＣ,住宅,,,,,１種住居,60.0,200.0,2012年第1四半期,未改装,,6.57978359661681
16022338,中古マンション等,,16202,富山県,高岡市,丸の内,高岡,20,１ＬＤＫ,65,,,,1990年,ＳＲＣ,住宅,住宅,,,,商業,80.0,400.0,2017年第3四半期,改装済み,,6.838849090737256
16006393,中古マンション等,,16201,富山県,富山市,磯部町,富山,28,２ＬＤＫ,65,,,,2006年,ＳＲＣ,住宅,住宅,,,,１種住居,60.0,200.0,2014年第4四半期,,,7.278753600952829
16009753,中古マンション等,,16201,富山県,富山市,三番町,富山,21,３ＬＤＫ,70,,,,2012年,ＲＣ,住宅,,,,,商業,80.0,600.0,2011年第4四半期,,,7.2552725051033065
