ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
24017799,中古マンション等,,24202,三重県,四日市市,鵜の森,近鉄四日市,8,２ＬＤＫ,55,,,,1989年,ＳＲＣ,住宅,住宅,,,,商業,80.0,500.0,2017年第1四半期,未改装,,6.9344984512435675
24020645,中古マンション等,,24202,三重県,四日市市,野田,川原町,11,４ＬＤＫ,80,,,,2002年,ＲＣ,住宅,,,,,準工業,60.0,200.0,2011年第3四半期,未改装,,7.204119982655925
24041034,中古マンション等,,24205,三重県,桑名市,中央町,桑名,9,４ＬＤＫ,75,,,,1984年,ＳＲＣ,住宅,,,,,近隣商業,80.0,300.0,2011年第2四半期,未改装,,6.959041392321094
24031916,中古マンション等,,24204,三重県,松阪市,久保町,徳和,29,３ＬＤＫ,75,,,,1995年,ＲＣ,住宅,住宅,,,,準住居,60.0,200.0,2022年第4四半期,未改装,,6.892094602690481
24017421,中古マンション等,,24202,三重県,四日市市,野田,川原町,15,２ＬＤＫ,70,,,,2002年,ＲＣ,住宅,住宅,,,,準工業,60.0,200.0,2018年第3四半期,未改装,,7.113943352306837
24039197,中古マンション等,,24205,三重県,桑名市,蓮見町,桑名,8,４ＬＤＫ,120,,,,2003年,ＳＲＣ,住宅,住宅,,,,準工業,60.0,200.0,2020年第1四半期,改装済み,,7.447158031342219
24014772,中古マンション等,,24202,三重県,四日市市,城東町,赤堀,4,４ＬＤＫ,80,,,,,,住宅,住宅,,,,近隣商業,80.0,300.0,2019年第1四半期,未改装,,7.3979400086720375
24016354,中古マンション等,,24202,三重県,四日市市,前田町,追分(三重),6,４ＬＤＫ,85,,,,1999年,ＲＣ,住宅,住宅,,,,２中住専,60.0,200.0,2020年第2四半期,改装済み,,7.176091259055681
24004966,中古マンション等,,24201,三重県,津市,一身田上津部田,津,19,３ＬＤＫ,70,,,,1997年,ＲＣ,住宅,住宅,,,,１種住居,60.0,200.0,2017年第4四半期,,,7.230448921378274
24046310,中古マンション等,,24207,三重県,鈴鹿市,阿古曽町,平田町,11,３ＬＤＫ,90,,,,2008年,ＲＣ,住宅,住宅,,,,１種住居,60.0,200.0,2017年第2四半期,未改装,,7.2552725051033065
24043439,中古マンション等,,24205,三重県,桑名市,明正町,益生,3,４ＬＤＫ,90,,,,2004年,ＳＲＣ,住宅,,,,,工業,60.0,200.0,2007年第2四半期,未改装,,7.342422680822207
24001904,中古マンション等,,24201,三重県,津市,桜橋,津,10,３ＬＤＫ,60,,,,1991年,ＲＣ,住宅,住宅,,,,２中住専,60.0,200.0,2019年第4四半期,未改装,,6.903089986991944
24024060,中古マンション等,,24202,三重県,四日市市,鵜の森,近鉄四日市,13,３ＬＤＫ,75,,,,1999年,ＳＲＣ,住宅,,,,,近隣商業,80.0,300.0,2009年第3四半期,未改装,,7.204119982655925
24033284,中古マンション等,,24204,三重県,松阪市,川井町,松阪,25,４ＬＤＫ,85,,,,2010年,ＲＣ,住宅,住宅,,,,１種住居,60.0,200.0,2018年第3四半期,未改装,,7.414973347970818
24022300,中古マンション等,,24202,三重県,四日市市,万古町,阿倉川,10,３ＬＤＫ,70,,,,1992年,ＲＣ,住宅,住宅,,,,準工業,60.0,200.0,2016年第1四半期,未改装,調停・競売等,6.819543935541868
24017318,中古マンション等,,24202,三重県,四日市市,中部,近鉄四日市,13,４ＬＤＫ,80,,,,1998年,ＳＲＣ,住宅,住宅,,,,商業,80.0,400.0,2018年第4四半期,未改装,,7.146128035678238
24020423,中古マンション等,,24202,三重県,四日市市,下之宮町,近鉄富田,13,３ＬＤＫ,70,,,,1990年,ＳＲＣ,住宅,,,,,準工業,60.0,200.0,2011年第2四半期,改装済み,,6.968482948553935
24039378,中古マンション等,,24205,三重県,桑名市,大字福島,桑名,10,２ＬＤＫ,70,,,,2007年,ＲＣ,,住宅,,,,工業,60.0,200.0,2021年第1四半期,,,7.342422680822207
24004631,中古マンション等,,24201,三重県,津市,東丸之内,津新町,19,４ＬＤＫ,80,,,,1990年,,,住宅,,,,商業,80.0,400.0,2018年第4四半期,未改装,,6.778151250383644
24046929,中古マンション等,,24207,三重県,鈴鹿市,阿古曽町,平田町,11,３ＬＤＫ,70,,,,2003年,ＳＲＣ,住宅,,,,,２中住専,60.0,200.0,2010年第2四半期,未改装,,7.176091259055681
24023295,中古マンション等,,24202,三重県,四日市市,釆女町,内部,27,３ＬＤＫ,75,,,,1992年,ＲＣ,住宅,,,,,調整区域,60.0,200.0,2013年第1四半期,改装済み,,6.8750612633917
24017125,中古マンション等,,24202,三重県,四日市市,北浜田町,近鉄四日市,18,３ＬＤＫ,60,,,,1991年,ＳＲＣ,住宅,住宅,,,,準工業,60.0,200.0,2018年第2四半期,未改装,,6.913813852383717
24040687,中古マンション等,,24205,三重県,桑名市,中央町,桑名,6,３ＬＤＫ,55,,,,1981年,ＳＲＣ,住宅,,,,,商業,80.0,400.0,2010年第3四半期,改装済み,,6.949390006644912
24047817,中古マンション等,,24207,三重県,鈴鹿市,岡田,平田町,13,２ＬＤＫ,85,,,,2006年,ＲＣ,住宅,,,,,２中住専,60.0,200.0,2011年第2四半期,未改装,調停・競売等,7.079181246047625
24050670,中古マンション等,,24207,三重県,鈴鹿市,江島台,白子,30分～60分,３ＬＤＫ,75,,,,2000年,ＳＲＣ,住宅,,,,,準工業,60.0,200.0,2008年第2四半期,未改装,,7.176091259055681
24001062,中古マンション等,,24201,三重県,津市,上浜町,津,7,３ＬＤＫ,80,,,,2004年,ＳＲＣ,,住宅,,,,１種住居,60.0,200.0,2019年第3四半期,未改装,,7.3979400086720375
24050246,中古マンション等,,24207,三重県,鈴鹿市,桜島町,柳,30分～60分,３ＬＤＫ,60,,,,1991年,ＲＣ,住宅,,,,,１中住専,60.0,200.0,2009年第4四半期,改装済み,,6.977723605288848
24020180,中古マンション等,,24202,三重県,四日市市,伊倉,中川原,7,４ＬＤＫ,105,,,,2007年,ＲＣ,住宅,,,,,２種住居,60.0,200.0,2011年第2四半期,改装済み,,7.414973347970818
24018443,中古マンション等,,24202,三重県,四日市市,堀木,近鉄四日市,15,３ＬＤＫ,70,,,,1996年,ＳＲＣ,住宅,住宅,,,,商業,80.0,400.0,2017年第3四半期,改装済み,,7.2552725051033065
24040351,中古マンション等,,24205,三重県,桑名市,末広町,桑名,5,３ＬＤＫ,85,,,,2008年,ＲＣ,住宅,,,,,商業,80.0,400.0,2014年第2四半期,未改装,,7.544068044350276
24014070,中古マンション等,,24202,三重県,四日市市,北浜田町,近鉄四日市,11,２ＬＤＫ,50,,,,1988年,ＳＲＣ,住宅,住宅,,,,近隣商業,80.0,300.0,2020年第2四半期,未改装,,6.897627091290442
24018271,中古マンション等,,24202,三重県,四日市市,西松本町,伊勢松本,5,３ＬＤＫ,65,,,,1991年,ＳＲＣ,住宅,住宅,,,,準住居,60.0,200.0,2017年第1四半期,改装済み,,7.113943352306837
24026246,中古マンション等,,24203,三重県,伊勢市,岡本,宇治山田,14,３ＬＤＫ,75,,,,2004年,ＲＣ,住宅,住宅,,,,１種住居,60.0,200.0,2022年第3四半期,未改装,,7.176091259055681
24021899,中古マンション等,,24202,三重県,四日市市,芝田,中川原,5,３ＬＤＫ,75,,,,1999年,ＲＣ,住宅,住宅,,,,２種住居,60.0,200.0,2016年第1四半期,改装済み,,7.146128035678238
24022110,中古マンション等,,24202,三重県,四日市市,安島,近鉄四日市,13,２ＬＤＫ,45,,,,,ＲＣ,住宅,住宅,,,,商業,80.0,400.0,2015年第2四半期,未改装,,6.301029995663981
24006921,中古マンション等,,24201,三重県,津市,東丸之内,津新町,19,４ＬＤＫ,80,,,,1990年,ＳＲＣ,住宅,,,,,商業,80.0,400.0,2010年第1四半期,未改装,,6.845098040014257
24050718,中古マンション等,,24207,三重県,鈴鹿市,神戸,鈴鹿市,5,３ＬＤＫ,85,,,,1990年,ＳＲＣ,住宅,,,,,２中住専,60.0,200.0,2007年第3四半期,未改装,,6.99563519459755
24014246,中古マンション等,,24202,三重県,四日市市,九の城町,近鉄四日市,6,１ＬＤＫ,55,,,,1988年,ＳＲＣ,住宅,住宅,,,,近隣商業,80.0,300.0,2019年第2四半期,未改装,,6.929418925714293
24031803,中古マンション等,,24204,三重県,松阪市,川井町,松阪,30分～60分,３ＬＤＫ,95,,,,,,住宅,住宅,,,,２種住居,,,2023年第2四半期,未改装,,7.278753600952829
