ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
39001448,中古マンション等,,39201,高知県,高知市,桜井町,高知,14,４ＬＤＫ,95,,,,2016年,ＲＣ,,住宅,,,,商業,80.0,400.0,2022年第2四半期,改装済み,,7.505149978319906
39009532,中古マンション等,,39201,高知県,高知市,比島町,高知,15,３ＬＤＫ,55,,,,1993年,ＳＲＣ,住宅,,,,,１種住居,60.0,200.0,2013年第1四半期,改装済み,,6.954242509439325
39003665,中古マンション等,,39201,高知県,高知市,縄手町,旭(高知),8,３ＬＤＫ,85,,,,,,,住宅,,,,１中住専,60.0,200.0,2018年第1四半期,未改装,,7.301029995663981
39008920,中古マンション等,,39201,高知県,高知市,南はりまや町,高知,14,１Ｋ,20,,,,1991年,ＳＲＣ,住宅,,,,,商業,80.0,400.0,2012年第4四半期,未改装,,6.342422680822207
39006848,中古マンション等,,39201,高知県,高知市,六泉寺町,高知,30分～60分,３ＬＤＫ,85,,,,1998年,ＲＣ,住宅,,,,,１種住居,60.0,200.0,2011年第1四半期,未改装,,7.041392685158225
39008442,中古マンション等,,39201,高知県,高知市,永国寺町,入明,12,２ＬＤＫ,75,,,,2004年,ＲＣ,住宅,,,,,１種住居,60.0,200.0,2012年第2四半期,未改装,,7.278753600952829
39002993,中古マンション等,,39201,高知県,高知市,南川添,高知,26,３ＬＤＫ,65,,,,2019年,ＲＣ,,住宅,,,,準工業,60.0,200.0,2020年第2四半期,,,7.477121254719663
39000304,中古マンション等,,39201,高知県,高知市,薊野西町,薊野,5,２ＬＤＫ,75,,,,2005年,ＲＣ,住宅,住宅,,,,２種住居,60.0,200.0,2019年第3四半期,改装済み,,7.301029995663981
39007823,中古マンション等,,39201,高知県,高知市,北本町,高知,6,,85,,,,2008年,ＲＣ,住宅,住宅,,,,近隣商業,80.0,300.0,2016年第4四半期,未改装,,7.361727836017593
39006264,中古マンション等,,39201,高知県,高知市,鴨部,旭(高知),15,３ＬＤＫ,70,,,,1977年,ＳＲＣ,住宅,,,,,１種住居,60.0,200.0,2011年第2四半期,改装済み,,6.477121254719663
39001748,中古マンション等,,39201,高知県,高知市,鷹匠町,高知,21,３ＬＤＫ,95,,,,2004年,ＲＣ,住宅,住宅,,,,商業,80.0,400.0,2021年第2四半期,,,7.568201724066995
39007806,中古マンション等,,39201,高知県,高知市,鴨部,旭(高知),14,３ＬＤＫ,70,,,,1977年,ＳＲＣ,住宅,住宅,,,,１種住居,60.0,200.0,2016年第3四半期,改装済み,,6.903089986991944
39008494,中古マンション等,,39201,高知県,高知市,上町,円行寺口,18,１Ｋ,25,,,,1991年,ＲＣ,住宅,,,,,１種住居,60.0,200.0,2012年第1四半期,未改装,,6.491361693834273
39009721,中古マンション等,,39201,高知県,高知市,愛宕山,高知,16,４ＬＤＫ,115,,,,,ＲＣ,住宅,,,,,１中住専,60.0,200.0,2009年第4四半期,改装済み,,7.556302500767287
39000957,中古マンション等,,39201,高知県,高知市,上町,円行寺口,18,１Ｋ,20,,,,1991年,ＲＣ,住宅,住宅,,,,１種住居,60.0,200.0,2021年第4四半期,,,6.740362689494244
39004880,中古マンション等,,39201,高知県,高知市,針木東町,朝倉(ＪＲ),30分～60分,３ＬＤＫ,65,,,,,ＲＣ,住宅,住宅,,,,１中住専,60.0,200.0,2014年第4四半期,改装済み,,6.763427993562937
